# from spn projections from WannierBerri! (not PROCAR, from which the spin projections are kind of wrong)
# following the structure of PROCAR: all bands at 0th k-point, follows all bands at 1st k-point, ...
#  Sx	Sy	Sz
-7.877573370934e-02 5.004747956991e-02 -9.830180406570e-01
-2.346600592136e-02 1.372065301985e-02 9.884921908379e-01
1.183856725693e-01 -1.351582556963e-01 8.713805675507e-01
-9.049569070339e-02 5.488886497915e-03 -8.876327872276e-01
-5.057266680524e-04 2.870138559956e-04 9.669103622437e-01
2.572041703388e-04 -1.531959424028e-04 9.479756951332e-01
2.382715611020e-04 -1.427328388672e-04 9.999951720238e-01
3.032303065993e-04 -1.701685832813e-04 -9.417248964310e-01
8.355737663805e-04 -4.777785798069e-04 -9.627193212509e-01
-1.088156830519e-03 6.334899808280e-04 -9.999905824661e-01
-2.859016507864e-02 1.656944118440e-02 -9.994469881058e-01
2.880662493408e-02 -1.669449172914e-02 9.994354248047e-01
-7.067466527224e-02 4.079744964838e-02 -9.966064691544e-01
7.170181721449e-02 -4.138753190637e-02 9.965078234673e-01
1.246710587293e-02 -7.197102997452e-03 9.946635961533e-01
-2.745731472969e-01 1.584898233414e-01 7.436235547066e-01
1.843847483397e-01 -1.064727753401e-01 -6.141083836555e-01
2.129486948252e-01 -1.229303330183e-01 4.139929413795e-01
4.153389949352e-03 -2.369426190853e-03 -7.849490046501e-01
1.351938210428e-02 -7.790846750140e-03 9.444026350975e-01
-1.502530276775e-01 8.675909042358e-02 -9.271612167358e-01
-8.553184568882e-02 4.955460876226e-02 -2.884817123413e-01
1.252998858690e-01 -7.252617180347e-02 -3.443673998117e-02
-3.132826089859e-02 1.807536184788e-02 8.961579799652e-01
-1.374059617519e-01 7.931944727898e-02 6.899148225784e-01
-1.019219607115e-01 5.883751809597e-02 -5.997525453568e-01
3.393089771271e-01 -1.958856582642e-01 8.782851696014e-02
-7.187846302986e-02 4.150261357427e-02 -6.147270798683e-01
2.085857465863e-02 -1.204720791429e-02 9.645989537239e-01
7.889241911471e-03 -4.561132751405e-03 9.995341300964e-01
3.934497386217e-02 -2.272612974048e-02 9.804217219353e-01
-4.601998254657e-02 2.657274156809e-02 -9.798111915588e-01
1.006289105862e-02 -5.803463049233e-03 -9.952571392059e-01
4.991241265088e-03 -2.877654274926e-03 -9.994990825653e-01
-3.431222401559e-03 1.975041348487e-03 -9.990827441216e-01
-1.705400831997e-02 9.850768372416e-03 -9.974928498268e-01
-2.019251696765e-02 1.165585871786e-02 9.958079457283e-01
1.129938755184e-02 -5.113125778735e-03 9.987170696259e-01
2.256938815117e-01 -1.302423775196e-01 2.590867877007e-01
-3.878351449966e-01 2.239355742931e-01 -1.228328719735e-01
1.791757792234e-01 -1.034755557775e-01 -9.698913693428e-01
-1.625411026180e-02 6.661076098680e-03 9.894537925720e-01
6.239690259099e-02 -3.484580293298e-02 9.780696034431e-01
-1.205438300967e-01 6.558093428612e-02 -9.809682369232e-01
5.604732781649e-02 -2.690410241485e-02 -9.945028424263e-01
3.980401903391e-02 -2.299677953124e-02 9.971652030945e-01
-4.177011922002e-02 2.416178584099e-02 -9.985067844391e-01
-1.407584734261e-02 6.682657171041e-03 9.968511462212e-01
2.398205175996e-02 -1.227756217122e-02 -9.921479225159e-01
4.705393314362e-02 -2.806270495057e-02 9.878919124603e-01
-1.223775669932e-01 6.953617930412e-02 -9.811319112778e-01
1.267314404249e-01 -7.147821784019e-02 9.779148697853e-01
-7.978256046772e-02 4.650293290615e-02 -9.796121716499e-01
-1.124721914530e-01 6.460706144571e-02 9.519182443619e-01
8.888456225395e-02 -5.107066035271e-02 -6.905152201653e-01
1.531288623810e-01 -9.110618382692e-02 7.050784826279e-01
-1.075756922364e-01 4.881257191300e-02 -9.810291528702e-01
6.370180100203e-02 -2.056157775223e-02 9.934018850327e-01
-2.095244973898e-01 1.208862066269e-01 -9.507986903191e-01
1.659339517355e-01 -9.583500027657e-02 9.624252915382e-01
-5.408789962530e-02 3.137172013521e-02 -9.882415533066e-01
3.538639051840e-03 -1.809682464227e-03 9.847589135170e-01
-8.761599659920e-03 -4.343181382865e-03 -9.899518489838e-01
1.412857137620e-02 -8.715462870896e-03 -9.508076310158e-01
7.079108059406e-02 -4.385006055236e-02 9.499778747559e-01
-7.461488991976e-02 4.557741060853e-02 -9.848806858063e-01
1.725264191628e-01 -9.975705295801e-02 9.780446290970e-01
-1.770116686821e-01 1.125803589821e-01 -9.574227333069e-01
-5.200915038586e-04 2.952706709038e-04 9.668878316879e-01
2.535413368605e-04 -1.510949368821e-04 9.480088949203e-01
2.545945753809e-04 -1.522223465145e-04 9.999952316284e-01
3.272568283137e-04 -1.839818869485e-04 -9.417433142662e-01
8.358070626855e-04 -4.778927832376e-04 -9.627094864845e-01
-1.109383418225e-03 6.457680719905e-04 -9.999906420708e-01
-3.010159730911e-02 1.744118332863e-02 -9.993869662285e-01
3.032535873353e-02 -1.757132634521e-02 9.993746280670e-01
-6.913954019547e-02 3.990863263607e-02 -9.967506527901e-01
7.012601196766e-02 -4.047835990787e-02 9.966581463814e-01
2.078010514379e-02 -1.199687179178e-02 9.947543740273e-01
-3.196018040180e-01 1.844739764929e-01 8.747916817665e-01
1.693859249353e-01 -9.779642522335e-02 -6.760415434837e-01
1.991828382015e-01 -1.149957478046e-01 5.523124933243e-01
7.525428384542e-02 -4.341294243932e-02 -9.055701494217e-01
1.090232469141e-02 -6.283120252192e-03 9.059521555901e-01
-1.552561968565e-01 8.964731544256e-02 -9.126504659653e-01
7.852001488209e-02 -4.532144963741e-02 8.787930011749e-01
-4.955516383052e-02 2.859721146524e-02 -9.771513938904e-01
-1.938070729375e-02 1.117435470223e-02 9.061631560326e-01
2.029520273209e-01 -1.171955019236e-01 6.638973355293e-01
-4.042890071869e-01 2.334234416485e-01 -6.697349548340e-01
2.787840366364e-01 -1.609520167112e-01 5.656338930130e-01
7.315042894334e-03 -4.217806737870e-03 -7.982764840126e-01
1.383478846401e-02 -7.992696017027e-03 9.672179222107e-01
7.196031045169e-03 -4.160490352660e-03 9.995397925377e-01
3.730570897460e-02 -2.154770493507e-02 9.831129908562e-01
-4.110541567206e-02 2.373549714684e-02 -9.833135008812e-01
1.016206014901e-02 -5.860337056220e-03 -9.953387379646e-01
5.014580208808e-03 -2.889644354582e-03 -9.994782209396e-01
-4.482389427722e-03 2.582680201158e-03 -9.992100596428e-01
-1.733765378594e-02 1.001661363989e-02 -9.977170825005e-01
8.195688575506e-02 -4.731762781739e-02 9.934472441673e-01
-5.163435707800e-05 8.356347098015e-04 9.983317255974e-01
-3.150720149279e-03 1.805014326237e-03 -8.649271726608e-01
-2.227142155170e-01 1.285124123096e-01 8.875972032547e-01
1.943744122982e-01 -1.122292578220e-01 -9.521934390068e-01
-2.916216105223e-02 1.392422430217e-02 9.760771393776e-01
4.847469553351e-02 -2.858590893447e-02 9.965475797653e-01
-5.656370893121e-02 3.230055421591e-02 -9.973013401031e-01
1.387228909880e-02 -4.199496470392e-03 -9.976189136505e-01
4.654926434159e-02 -2.676573954523e-02 9.972749352455e-01
-4.458025097847e-02 2.571931481361e-02 -9.984247684479e-01
-2.448123879731e-02 1.337521430105e-02 9.968446493149e-01
8.038325235248e-03 -3.641450311989e-03 -9.789466261864e-01
7.973987609148e-02 -4.722318053246e-02 9.739161133766e-01
-1.490443497896e-01 8.557330816984e-02 -9.510599970818e-01
1.237007901073e-01 -7.036124914885e-02 9.492427706718e-01
-6.036061793566e-02 3.536548092961e-02 -9.811174273491e-01
-1.064157262444e-01 6.109455972910e-02 9.571711421013e-01
8.670718222857e-02 -4.982038959861e-02 -6.441193223000e-01
8.673400431871e-02 -5.455968901515e-02 6.920566558838e-01
6.877860985696e-03 -7.351979147643e-04 -9.935082197189e-01
7.282736711204e-03 -2.774277469143e-03 9.722347259521e-01
-1.395995020866e-01 8.052965998650e-02 -9.723785519600e-01
9.873852133751e-02 -5.732985585928e-02 9.852000474930e-01
-9.207492321730e-02 5.258682370186e-02 -9.499657750130e-01
2.918495982885e-02 -1.653588563204e-02 9.490195512772e-01
5.381200462580e-02 -3.227033466101e-02 -9.666946530342e-01
-1.094186957926e-02 2.899037441239e-03 9.697955250740e-01
-1.448140107095e-02 1.186681445688e-02 -9.898985028267e-01
1.964212059975e-01 -1.130523458123e-01 9.716588258743e-01
-1.916940510273e-01 1.109535172582e-01 -9.714508652687e-01
1.537635773420e-01 8.528804779053e-02 2.250274717808e-01
-5.321344360709e-04 3.022724704351e-04 9.668645858765e-01
2.476861409377e-04 -1.476925681345e-04 9.480435252190e-01
2.706704835873e-04 -1.614354405319e-04 9.999953508377e-01
3.504121268634e-04 -1.973918697331e-04 -9.417622685432e-01
8.320472552441e-04 -4.757230053656e-04 -9.626992940903e-01
-1.125859445892e-03 6.552425911650e-04 -9.999908208847e-01
-3.156376630068e-02 1.828680559993e-02 -9.993259310722e-01
3.179427608848e-02 -1.842063106596e-02 9.993127584457e-01
-6.710083037615e-02 3.873211890459e-02 -9.969372153282e-01
6.804296374321e-02 -3.927546367049e-02 9.968518018723e-01
2.842031233013e-02 -1.640998758376e-02 9.946191310883e-01
-1.189189478755e-01 6.860532611609e-02 9.532362222672e-01
-4.058684408665e-02 2.344475314021e-02 -7.653721570969e-01
1.523997485638e-01 -8.799674361944e-02 6.661722660065e-01
1.388772428036e-01 -8.014078438282e-02 -9.192094206810e-01
1.736734434962e-02 -1.002065464854e-02 8.526838421822e-01
-1.662059277296e-01 9.596747905016e-02 -8.799515366554e-01
5.683837085962e-02 -3.280775621533e-02 8.932430744171e-01
-6.305772066116e-02 3.640612214804e-02 -9.711117744446e-01
1.090260595083e-02 -6.320310756564e-03 8.857499361038e-01
3.216320276260e-01 -1.857092678547e-01 -6.171245574951e-01
-6.073147654533e-01 3.506392240524e-01 4.683755934238e-01
2.455937564373e-01 -1.417929381132e-01 7.760875821114e-01
3.384281322360e-02 -1.953374221921e-02 -8.692570924759e-01
6.601627450436e-03 -3.816431621090e-03 9.696828126907e-01
6.409761495888e-03 -3.706132294610e-03 9.995321035385e-01
3.524360060692e-02 -2.035891450942e-02 9.855306148529e-01
-3.599099069834e-02 2.078268676996e-02 -9.864963293076e-01
1.019019819796e-02 -5.878338124603e-03 -9.954247474670e-01
4.972282797098e-03 -2.864889334887e-03 -9.994538426399e-01
-5.426787305623e-03 3.124143695459e-03 -9.993107318878e-01
-1.747704856098e-02 1.009316649288e-02 -9.979492425919e-01
1.256667226553e-01 -7.256153970957e-02 9.878611564636e-01
-2.229004399851e-03 1.896765432321e-03 9.993176460266e-01
-1.204234808683e-01 6.950812041759e-02 -9.813745617867e-01
-1.613291352987e-01 9.305606782436e-02 9.742038249969e-01
2.145058214664e-01 -1.239739283919e-01 -9.094161987305e-01
-5.060602352023e-02 2.774831093848e-02 9.416037201881e-01
6.294836848974e-02 -4.004859551787e-02 9.885109663010e-01
-7.990748435259e-02 4.751883074641e-02 -9.935944080353e-01
2.925902977586e-02 -1.292268373072e-02 -9.976594448090e-01
5.214468389750e-02 -2.977842465043e-02 9.972982406616e-01
-4.846933484077e-02 2.779702097178e-02 -9.982008934021e-01
-2.731414884329e-02 1.575136557221e-02 9.971232414246e-01
-3.544552251697e-03 2.117491792887e-03 -9.857696890831e-01
8.795087784529e-02 -5.165087804198e-02 9.811072349548e-01
-1.397045552731e-01 8.103729039431e-02 -9.097784757614e-01
1.007854342461e-01 -5.820306017995e-02 9.079083204269e-01
-4.062328860164e-02 2.412192150950e-02 -9.832826852798e-01
-8.753631263971e-02 5.011042952538e-02 9.658576250076e-01
6.940182298422e-02 -3.988315165043e-02 -6.091769933701e-01
-4.136096686125e-02 1.969884708524e-02 6.682229042053e-01
1.523780822754e-01 -8.436339348555e-02 -9.774011373520e-01
-2.253738604486e-02 1.375329401344e-02 9.419754743576e-01
-9.979090839624e-02 5.758703500032e-02 -9.815426468849e-01
6.651178747416e-02 -3.840796276927e-02 9.934235215187e-01
-1.900873780251e-01 1.087572425604e-01 -6.478789448738e-01
1.207112967968e-01 -6.715518236160e-02 6.529421806335e-01
1.464762836695e-01 -9.043338149786e-02 6.230953931808e-01
-1.670399159193e-01 1.013800725341e-01 -5.801838040352e-01
4.909627139568e-02 -2.678457833827e-02 -9.882546067238e-01
-1.731256023049e-02 -1.689753611572e-03 -9.545064568520e-01
2.129573374987e-01 -1.237425729632e-01 9.630095362663e-01
-2.077214717865e-01 1.208238527179e-01 -9.673504233360e-01
-5.420122761279e-04 3.079593006987e-04 9.668405652046e-01
2.411835303064e-04 -1.439378102077e-04 9.480792284012e-01
2.856299106497e-04 -1.700654538581e-04 9.999954700470e-01
3.727307484951e-04 -2.102884318447e-04 -9.417818188667e-01
8.233329863288e-04 -4.706763429567e-04 -9.626888036728e-01
-1.137105398811e-03 6.617240142077e-04 -9.999910593033e-01
-3.296818584204e-02 1.909984461963e-02 -9.992644786835e-01
3.320511430502e-02 -1.923724450171e-02 9.992505311966e-01
-6.464376300573e-02 3.731299191713e-02 -9.971548914909e-01
6.553839147091e-02 -3.783056139946e-02 9.970770478249e-01
3.614731132984e-02 -2.087118104100e-02 9.942181110382e-01
-4.013515263796e-02 2.312204800546e-02 9.585537910461e-01
-1.035586223006e-01 5.980468913913e-02 -8.312635421753e-01
7.700540870428e-02 -4.447715729475e-02 7.158894538879e-01
1.897253692150e-01 -1.094947755337e-01 -8.952748775482e-01
3.862464055419e-02 -2.229894511402e-02 8.428847193718e-01
-1.651176363230e-01 9.533927589655e-02 -8.575416803360e-01
3.259505704045e-02 -1.881088875234e-02 9.009429812431e-01
-2.817174494267e-01 1.627408713102e-01 4.797065854073e-01
1.735844463110e-01 -1.003076136112e-01 -7.831069231033e-01
1.912879794836e-01 -1.104502305388e-01 -7.722081542015e-01
-4.780307710171e-01 2.759939432144e-01 6.569581627846e-01
2.112114131451e-01 -1.219434291124e-01 8.631969690323e-01
4.381007328629e-02 -2.528818883002e-02 -9.059081673622e-01
-8.014576742426e-04 4.571443423629e-04 9.719676971436e-01
5.547304637730e-03 -3.207435598597e-03 9.995052218437e-01
3.331332281232e-02 -1.924348063767e-02 9.875789284706e-01
-3.086114302278e-02 1.782089844346e-02 -9.892488718033e-01
1.009520050138e-02 -5.823256447911e-03 -9.955138564110e-01
4.975044168532e-03 -2.866380615160e-03 -9.994216561317e-01
-6.259428337216e-03 3.604629077017e-03 -9.993932843208e-01
-1.751332543790e-02 1.010908186436e-02 -9.981763958931e-01
1.307049989700e-01 -7.549753785133e-02 9.868558645248e-01
-1.364902257919e-01 7.883466035128e-02 -9.856371283531e-01
2.675995929167e-03 -3.564797516447e-04 9.997681975365e-01
-1.629237234592e-01 9.377167373896e-02 9.751497507095e-01
2.354708611965e-01 -1.365271359682e-01 -6.491387486458e-01
8.997534960508e-02 -5.093408748507e-02 8.076553344727e-01
-8.393169939518e-02 4.679246991873e-02 -9.945246577263e-01
-1.267132908106e-01 7.066237926483e-02 8.701668381691e-01
6.997857987881e-02 -3.645559400320e-02 -9.947447776794e-01
5.612503364682e-02 -3.195922076702e-02 9.973281025887e-01
-5.264278501272e-02 3.012922964990e-02 -9.979099035263e-01
-2.947111055255e-02 1.745810732245e-02 9.973616003990e-01
1.426578219980e-02 -8.836288005114e-03 -9.965098500252e-01
6.626956164837e-02 -3.848872706294e-02 9.928033351898e-01
-1.191347315907e-01 6.905055791140e-02 -8.861963748932e-01
6.512868404388e-02 -3.856833651662e-02 8.833579421043e-01
-1.585175096989e-02 1.141893304884e-02 -9.846089482307e-01
-4.966095462441e-02 2.816777676344e-02 9.752135276794e-01
3.251876309514e-02 -1.847782917321e-02 -6.369492411613e-01
-1.567171514034e-01 8.610930293798e-02 6.750698089600e-01
2.707136273384e-01 -1.523074209690e-01 -9.329366683960e-01
-3.712872415781e-02 2.255622111261e-02 9.120738506317e-01
-7.279717177153e-02 4.192320629954e-02 -9.865266084671e-01
4.099747911096e-02 -2.366322651505e-02 9.968091249466e-01
-1.639894694090e-01 9.425570815802e-02 -7.014877796173e-01
1.029865145683e-01 -5.966788157821e-02 6.870534420013e-01
-5.778597667813e-02 2.906857803464e-02 9.901037216187e-01
6.626779586077e-02 -3.324059769511e-02 -9.881855845451e-01
3.051283955574e-02 -1.765236817300e-02 -9.900067448616e-01
2.190729528666e-01 -1.270633190870e-01 9.644966125488e-01
-2.152935415506e-01 1.242095232010e-01 -9.646992087364e-01
1.600328832865e-01 -5.701046809554e-02 3.327478766441e-01
-5.493267090060e-04 3.121991467196e-04 9.668159484863e-01
2.329362760065e-04 -1.391484838678e-04 9.481161236763e-01
2.996734983753e-04 -1.781909668352e-04 9.999956488609e-01
3.937550063711e-04 -2.224323106930e-04 -9.418016076088e-01
8.109978516586e-04 -4.635831865016e-04 -9.626781344414e-01
-1.143485307693e-03 6.654071621597e-04 -9.999914169312e-01
-3.430819883943e-02 1.987431943417e-02 -9.992033839226e-01
3.454936295748e-02 -2.001392282546e-02 9.991886615753e-01
-6.185714155436e-02 3.570573776960e-02 -9.973919987679e-01
6.270241737366e-02 -3.619398176670e-02 9.973219633102e-01
4.496508091688e-02 -2.596483565867e-02 9.934278726578e-01
-1.654808409512e-02 9.505349211395e-03 9.704785943031e-01
-1.175175532699e-01 6.786768883467e-02 -8.818392157555e-01
-3.138513863087e-02 1.809564791620e-02 5.705996751785e-01
2.414017915726e-01 -1.393269300461e-01 -7.601231932640e-01
7.187704741955e-02 -4.150104150176e-02 8.852187991142e-01
-1.423042118549e-01 8.216834068298e-02 -8.450531959534e-01
-2.997713349760e-02 1.731975190341e-02 8.931748867035e-01
-1.587104797363e-02 9.166006930172e-03 8.464137315750e-01
6.063077133149e-03 -3.519804216921e-03 -9.907273054123e-01
1.496715098619e-01 -8.642217516899e-02 -8.275117874146e-01
-4.208925962448e-01 2.430049628019e-01 7.393593788147e-01
1.851420998573e-01 -1.068924665451e-01 9.018040299416e-01
4.787793383002e-02 -2.763710170984e-02 -9.280369281769e-01
-8.361740037799e-03 4.821195732802e-03 9.740593433380e-01
4.630339797586e-03 -2.677711891010e-03 9.994557499886e-01
3.161927685142e-02 -1.826665550470e-02 9.892187714577e-01
-2.585929259658e-02 1.493277493864e-02 -9.915270805359e-01
9.784341789782e-03 -5.644526332617e-03 -9.956076145172e-01
5.158081650734e-03 -2.970817964524e-03 -9.993743896484e-01
-6.998093798757e-03 4.029978998005e-03 -9.994620084763e-01
-1.747570745647e-02 1.008655410260e-02 -9.983912706375e-01
1.277490258217e-01 -7.382809370756e-02 9.874420762062e-01
-1.336672306061e-01 7.723495364189e-02 -9.867148995399e-01
-4.163152538240e-03 2.720432588831e-03 9.999119639397e-01
-1.704531759024e-01 9.770260006189e-02 9.734232425690e-01
4.548879340291e-02 -2.464646100998e-02 9.957625269890e-01
-4.161694087088e-03 5.701204063371e-04 -9.950053691864e-01
2.826907038689e-01 -1.654872000217e-01 -6.327575445175e-01
-2.580496966839e-01 1.488924324512e-01 6.662673354149e-01
1.357244104147e-01 -7.532403618097e-02 -9.851667881012e-01
5.675789713860e-02 -3.228595107794e-02 9.972961544991e-01
-5.665934085846e-02 3.244692087173e-02 -9.975990056992e-01
-3.589029237628e-02 2.124261297286e-02 9.972799420357e-01
3.087554685771e-02 -1.843119412661e-02 -9.988139271736e-01
5.519187822938e-02 -3.178614377975e-02 9.955131411552e-01
-9.856475144625e-02 5.686610564590e-02 -8.959901928902e-01
2.414790727198e-02 -1.464086491615e-02 8.920217752457e-01
1.616655848920e-03 -6.392264622264e-04 -9.858480691910e-01
3.567556850612e-03 -2.835621125996e-03 9.798965454102e-01
-2.324895001948e-02 1.405872218311e-02 -7.496364712715e-01
-2.043121606112e-01 1.149390861392e-01 7.669091820717e-01
3.208119273186e-01 -1.824431419373e-01 -8.858335018158e-01
-4.347394779325e-02 2.564254589379e-02 8.804805874825e-01
-5.241389200091e-02 3.026388958097e-02 -9.884226918221e-01
1.407282985747e-02 -7.922424003482e-03 9.964798688889e-01
-7.948033511639e-02 4.551720246673e-02 -9.260486364365e-01
3.713171929121e-02 -2.145229466259e-02 9.094431996346e-01
-9.805031120777e-02 5.396923795342e-02 9.888692498207e-01
1.108891740441e-01 -6.120464578271e-02 -9.794389605522e-01
2.232862822711e-02 -1.251193601638e-02 -9.926651716232e-01
1.993258446455e-01 -1.108954399824e-01 9.684826731682e-01
-2.004359662533e-01 1.086090430617e-01 -9.710906744003e-01
1.900772750378e-02 -9.817671775818e-02 8.641684055328e-01
-5.537272663787e-04 3.147163661197e-04 9.667907357216e-01
2.232939586975e-04 -1.335790002486e-04 9.481537938118e-01
3.131066041533e-04 -1.859397452790e-04 9.999958872795e-01
4.119254299439e-04 -2.329339185962e-04 -9.418217539787e-01
7.963653188199e-04 -4.551039310172e-04 -9.626671671867e-01
-1.145877875388e-03 6.667802808806e-04 -9.999918341637e-01
-3.557179495692e-02 2.060336619616e-02 -9.991436004639e-01
3.581557795405e-02 -2.074504643679e-02 9.991281628609e-01
-5.883042141795e-02 3.395930305123e-02 -9.976378679276e-01
5.962322652340e-02 -3.441755846143e-02 9.975758194923e-01
5.664314329624e-02 -3.270709514618e-02 9.919383525848e-01
-1.237733475864e-02 7.100371178240e-03 9.801145792007e-01
-1.193377524614e-01 6.892092525959e-02 -9.142086505890e-01
-1.257793903351e-01 7.260522246361e-02 -2.508835792542e-01
2.943291366100e-01 -1.698919981718e-01 -2.906924672425e-02
1.114863380790e-01 -6.437128782272e-02 9.222263097763e-01
-1.106266155839e-01 6.387896090746e-02 -7.739615440369e-01
-6.817204505205e-02 3.936433419585e-02 6.572949290276e-01
2.053064480424e-02 -1.185197010636e-02 8.746344447136e-01
-6.928716320544e-04 3.876740811393e-04 -9.897881150246e-01
1.261237859726e-01 -7.282704859972e-02 -8.613166809082e-01
-3.831955492496e-01 2.212408781052e-01 7.963637113571e-01
1.685639619827e-01 -9.732102602720e-02 9.221069216728e-01
4.963308945298e-02 -2.865028940141e-02 -9.425543546677e-01
-1.608085446060e-02 9.277145378292e-03 9.759551882744e-01
3.682582639158e-03 -2.129726344720e-03 9.993853569031e-01
3.022356703877e-02 -1.746041886508e-02 9.904529452324e-01
-2.109467983246e-02 1.218092814088e-02 -9.933360815048e-01
9.096602909267e-03 -5.249892361462e-03 -9.957155585289e-01
5.736831575632e-03 -3.304985119030e-03 -9.992951154709e-01
-7.650081533939e-03 4.404293838888e-03 -9.995184540749e-01
-1.740176416934e-02 1.004164665937e-02 -9.985895752907e-01
1.230439096689e-01 -7.115181535482e-02 9.883723258972e-01
-1.290472447872e-01 7.460986077785e-02 -9.877173900604e-01
-1.069712685421e-03 3.180502390023e-04 9.999511241913e-01
-1.784219443798e-01 1.012991145253e-01 9.728326201439e-01
1.693437099457e-01 -9.434527158737e-02 9.718508720398e-01
-1.435246020555e-01 7.950740307570e-02 -9.686360955238e-01
3.279210925102e-01 -1.917778253555e-01 -6.489303708076e-01
-3.233293592930e-01 1.888119131327e-01 6.681436300278e-01
7.555987685919e-02 -4.339552670717e-02 9.923138022423e-01
1.735516041517e-01 -9.830833971500e-02 -9.659616947174e-01
-6.058173999190e-02 3.484519571066e-02 -9.972809553146e-01
-5.082023516297e-02 2.956582047045e-02 9.962542653084e-01
4.776700958610e-02 -2.784924395382e-02 -9.981609582901e-01
5.428274720907e-02 -3.120365366340e-02 9.951743483543e-01
-8.159701526165e-02 4.702328145504e-02 -9.309543371201e-01
-1.491591520607e-02 8.151768706739e-03 9.251824021339e-01
1.568057201803e-02 -8.559946902096e-03 -9.853866696358e-01
5.551524460316e-02 -3.303518146276e-02 9.791622757912e-01
-8.064749836922e-02 4.753958806396e-02 -8.686770200729e-01
-1.937362700701e-01 1.096627190709e-01 8.825893402100e-01
3.231741786003e-01 -1.849861145020e-01 -8.267953395844e-01
-5.067886412144e-02 2.976628579199e-02 8.252505660057e-01
-3.520532697439e-02 2.032442763448e-02 -9.862651228905e-01
-1.261324062943e-02 7.624735590070e-03 9.922946095467e-01
-3.366148099303e-02 1.939267478883e-02 -9.761301875114e-01
2.631832100451e-02 -1.514081843197e-02 9.545475244522e-01
-1.397031694651e-01 7.902327924967e-02 9.823081493378e-01
1.414577066898e-01 -7.998768985271e-02 -9.622532129288e-01
4.591003060341e-03 1.604708610103e-03 -9.521191120148e-01
2.989864349365e-02 -1.392263080925e-02 -6.417428255081e-01
8.229850232601e-02 -4.140408709645e-02 9.793259501457e-01
-1.285686194897e-01 6.854519248009e-02 -9.620956182480e-01
-5.564189050347e-04 3.162624780089e-04 9.667650461197e-01
2.134627284249e-04 -1.278976415051e-04 9.481920599937e-01
3.246946143918e-04 -1.926477707457e-04 9.999961256981e-01
4.301373846829e-04 -2.434385969536e-04 -9.418423175812e-01
7.758262217976e-04 -4.432342830114e-04 -9.626559615135e-01
-1.142174354754e-03 6.646402180195e-04 -9.999923110008e-01
-3.674156963825e-02 2.127773500979e-02 -9.990862607956e-01
3.698861971498e-02 -2.142241038382e-02 9.990701079369e-01
-5.563984811306e-02 3.212141990662e-02 -9.978838562965e-01
5.638477951288e-02 -3.254904225469e-02 9.978291988373e-01
7.429897785187e-02 -4.290435090661e-02 9.889882206917e-01
-2.209866605699e-02 1.271642651409e-02 9.882951378822e-01
-1.156165525317e-01 6.677494943142e-02 -9.360015392303e-01
-4.632830247283e-02 2.675641141832e-02 -8.579083681107e-01
1.503378301859e-01 -8.678309619427e-02 7.184451222420e-01
1.625117957592e-01 -9.383245557547e-02 9.371588826180e-01
-8.207378536463e-02 4.739337414503e-02 -4.186398088932e-01
-5.364030599594e-02 3.097420185804e-02 2.894348651171e-02
6.072889547795e-03 -3.503679297864e-03 8.499342203140e-01
3.471019212157e-03 -2.012624172494e-03 -9.876092672348e-01
1.072793528438e-01 -6.194874644279e-02 -8.858581781387e-01
-3.550397455692e-01 2.049861252308e-01 8.384247422218e-01
1.583416163921e-01 -9.141837805510e-02 9.345173239708e-01
5.046526715159e-02 -2.913065068424e-02 -9.525659084320e-01
-2.396379597485e-02 1.382713392377e-02 9.776615500450e-01
2.720895921811e-03 -1.573776127771e-03 9.993054270744e-01
2.914114110172e-02 -1.683583110571e-02 9.913082718849e-01
-1.664173975587e-02 9.610156528652e-03 -9.947142004967e-01
7.670784834772e-03 -4.427128937095e-03 -9.958708286285e-01
7.108591031283e-03 -4.095582291484e-03 -9.991382360458e-01
-8.202916011214e-03 4.724510479718e-03 -9.995629787445e-01
-1.731978543103e-02 9.989103302360e-03 -9.987689256668e-01
1.180439740419e-01 -6.829906255007e-02 9.893137216568e-01
-1.239839494228e-01 7.173401117325e-02 -9.886764287949e-01
6.017265841365e-04 -6.356055382639e-03 9.999415278435e-01
-8.545456826687e-02 4.815331101418e-02 9.923141002655e-01
1.050890684128e-01 -5.891586840153e-02 -9.849973917007e-01
-1.686565428972e-01 9.320987015963e-02 9.729329347610e-01
2.480203062296e-01 -1.416487693787e-01 -8.512180447578e-01
-2.647778093815e-01 1.536154150963e-01 8.490173816681e-01
5.535429716110e-02 -3.176297619939e-02 9.973133802414e-01
-6.154996901751e-02 3.564367443323e-02 -9.971606731415e-01
2.199559807777e-01 -1.260228604078e-01 -9.578909873962e-01
-8.957484364510e-02 5.146423354745e-02 9.912257194519e-01
8.225910365582e-02 -4.729335010052e-02 -9.942850470543e-01
5.733283236623e-02 -3.298793733120e-02 9.937249422073e-01
-7.358916848898e-02 4.239434376359e-02 -9.663574099541e-01
-4.419638216496e-02 2.529579773545e-02 9.581489562988e-01
2.193784527481e-02 -1.239376701415e-02 -9.847428202629e-01
9.015295654535e-02 -5.311062186956e-02 9.771723151207e-01
-1.128278151155e-01 6.618483364582e-02 -9.270085096359e-01
-1.638126820326e-01 9.303772449493e-02 9.475774765015e-01
3.203844726086e-01 -1.843974590302e-01 -6.009693741798e-01
