# from spn projections from WannierBerri! (not PROCAR, from which the spin projections are kind of wrong)
# following the structure of PROCAR: all bands at 0th k-point, follows all bands at 1st k-point, ...
#  Sx	Sy	Sz
-1.034822221845e-02 5.979951005429e-03 -9.740000367165e-01
3.370528793312e-05 -1.583178527653e-05 -9.951808452606e-01
1.363941846648e-04 -7.707469922025e-05 -9.987443089485e-01
-1.670864061452e-03 9.650491410866e-04 -9.995998144150e-01
1.914646103978e-02 -1.105212699622e-02 -9.850941896439e-01
-2.849065884948e-02 1.638890057802e-02 9.939269423485e-01
1.901073008776e-02 -1.091391406953e-02 -9.994580149651e-01
-1.290965359658e-03 -1.569199957885e-04 9.999934434891e-01
1.736178179272e-03 -1.091944868676e-03 9.995655417442e-01
-3.077643224970e-03 1.736775739118e-03 9.986461400986e-01
-2.609777962789e-03 1.609736238606e-03 -9.993291497231e-01
5.023777484894e-03 -2.857604296878e-03 -9.985614418983e-01
2.025838941336e-02 -1.448007673025e-02 9.952979683876e-01
-2.146365307271e-02 1.527551095933e-02 -9.993631839752e-01
2.690757811069e-01 -1.588093489408e-01 9.480348229408e-01
-2.604447007179e-01 1.538407206535e-01 -9.387588500977e-01
-5.613108277321e-01 3.232029080391e-01 7.552882432938e-01
5.048773288727e-01 -2.907576560974e-01 -7.047124505043e-01
-1.968266628683e-02 2.715960843489e-03 9.484176635742e-01
1.047594100237e-01 -5.220690369606e-02 -9.773222208023e-01
4.652167111635e-02 -2.582268603146e-02 9.795359969139e-01
-7.749665528536e-02 4.301149025559e-02 -9.956686496735e-01
-8.901886641979e-03 3.905664198101e-03 9.960584044456e-01
2.166615054011e-02 -1.042549405247e-02 -9.979634284973e-01
-1.597519265488e-03 -4.083066806197e-02 9.920320510864e-01
-2.539834938943e-02 6.749905645847e-02 -9.795238375664e-01
1.624210774899e-01 -5.450673401356e-02 9.257035851479e-01
-1.303264051676e-01 7.703096419573e-02 -8.624506592751e-01
3.953394293785e-02 5.166017450392e-03 -9.482257366180e-01
-4.750257357955e-02 2.636839821935e-02 -9.865497350693e-01
1.146933212876e-01 -6.187749281526e-02 9.878650307655e-01
-1.004141196609e-01 5.836731195450e-02 -9.901321530342e-01
1.234924979508e-02 -5.323110520840e-02 9.925286173820e-01
1.631764024496e-01 -1.165983602405e-01 7.481293082237e-01
-2.010142616928e-02 1.318354457617e-01 -7.626965045929e-01
-1.615582853556e-01 3.975964337587e-02 -9.807823300362e-01
-3.911645710468e-01 -3.313784301281e-01 7.269905209541e-01
-7.715069659753e-05 3.958454544772e-05 9.671128988266e-01
8.269644604297e-05 -5.249638343230e-05 9.476806521416e-01
2.438697447360e-05 -1.922048068081e-05 9.999995827675e-01
-4.883771907771e-06 7.742862180748e-06 -9.415473341942e-01
2.062604326056e-04 -1.144561974797e-04 -9.628098607063e-01
-2.248370437883e-04 1.350735401502e-04 -9.999992847443e-01
-3.538175253198e-03 2.083089668304e-03 -9.999907612801e-01
3.564527491108e-03 -2.099859295413e-03 9.999856352806e-01
-1.560322102159e-02 9.014423005283e-03 -9.998092651367e-01
1.590270549059e-02 -9.187186136842e-03 9.997956156731e-01
-2.815880440176e-02 1.626632176340e-02 9.852150678635e-01
6.501089781523e-02 -3.754309937358e-02 9.838777184486e-01
-1.205116976053e-02 6.857786793262e-03 -9.715813994408e-01
-4.748387634754e-02 2.753841504455e-02 9.824597239494e-01
6.591801345348e-02 -3.804523497820e-02 -9.776096343994e-01
-3.375315666199e-02 1.947373338044e-02 -9.897528886795e-01
1.485152821988e-02 -8.452760055661e-03 9.766578078270e-01
-3.310248255730e-03 1.786628039554e-03 -9.939821958542e-01
-4.721741750836e-02 2.725877240300e-02 9.362427592278e-01
-3.351747244596e-02 1.934185437858e-02 9.848656654358e-01
9.017451852560e-02 -5.205753445625e-02 -7.564027905464e-01
9.977261535823e-03 -5.755657795817e-03 -2.906008064747e-01
-6.891663372517e-02 3.978962823749e-02 -6.418622732162e-01
2.347575314343e-02 -1.355397887528e-02 9.281991124153e-01
1.078955363482e-02 -6.234821863472e-03 9.876031875610e-01
3.907226026058e-03 -2.264854498208e-03 9.996818304062e-01
9.115570224822e-03 -5.267406813800e-03 9.765693545341e-01
-1.608013175428e-02 9.288213215768e-03 -9.733312129974e-01
6.775557994843e-04 -3.879797586706e-04 -9.952544569969e-01
-6.774714565836e-04 3.927988000214e-04 -9.984486699104e-01
-2.072499133646e-03 1.199559657834e-03 -9.995651841164e-01
2.533257566392e-02 -1.462427619845e-02 -9.874070882797e-01
-3.925482928753e-02 2.261138707399e-02 9.941129088402e-01
2.716404758394e-02 -1.562694460154e-02 -9.991129636765e-01
2.246195617772e-05 -2.980941208079e-04 9.999980330467e-01
2.263623056933e-03 -1.404052716680e-03 9.995116591454e-01
-2.895203884691e-03 1.619536546059e-03 9.984060525894e-01
-4.940178710967e-03 2.968373941258e-03 -9.988498091698e-01
6.950474809855e-03 -3.965630661696e-03 -9.985353350639e-01
4.137563332915e-02 -2.639770321548e-02 9.918477535248e-01
-4.804620146751e-02 3.055414371192e-02 -9.978424906731e-01
2.487530261278e-01 -1.503326892853e-01 9.549487233162e-01
-2.454068958759e-01 1.482593119144e-01 -9.474552869797e-01
-4.729106426239e-01 2.725546956062e-01 8.320783376694e-01
4.258843064308e-01 -2.456651180983e-01 -7.589518427849e-01
-4.972657188773e-02 3.170853853226e-02 9.640055894852e-01
1.121412366629e-01 -6.803720444441e-02 -7.681197524071e-01
-7.002069801092e-02 3.261216357350e-02 7.403164505959e-01
5.832195654511e-02 -2.358073554933e-02 -9.926757812500e-01
-7.687705103308e-03 3.785541281104e-03 9.933324456215e-01
2.151159569621e-02 -1.443015877157e-02 -9.986358880997e-01
4.266912117600e-02 -5.425527691841e-02 9.445794820786e-01
6.586926989257e-03 3.231158852577e-02 -8.927147388458e-01
-6.645116955042e-02 3.363123862073e-03 -9.839652180672e-01
3.555792570114e-02 -2.660531364381e-02 9.881577491760e-01
-8.593277633190e-02 5.450585111976e-02 -9.825258255005e-01
-6.855669617653e-02 2.532483451068e-02 9.806657433510e-01
8.132366091013e-02 -2.287224493921e-02 -9.839755296707e-01
-3.467548638582e-02 -3.420841321349e-02 9.223910570145e-01
3.764759749174e-02 1.969205737114e-01 -8.732811808586e-01
-1.223708614707e-01 -5.632963776588e-02 -9.739947319031e-01
5.495774745941e-02 -3.075820766389e-02 9.914577007294e-01
-5.196711421013e-02 2.367925643921e-02 -9.938316345215e-01
-2.292720973492e-01 8.431037068367e-01 -1.852563619614e-01
-1.088711869670e-04 5.793578020530e-05 9.671094417572e-01
1.060478680301e-04 -6.603340443689e-05 9.476858377457e-01
2.984336606460e-05 -2.231316830148e-05 9.999993443489e-01
2.921300620073e-06 3.161230551996e-06 -9.415507912636e-01
2.740644849837e-04 -1.535372139188e-04 -9.628083109856e-01
-2.952266368084e-04 1.757089630701e-04 -9.999988079071e-01
-4.848162643611e-03 2.843942260370e-03 -9.999833106995e-01
4.885246977210e-03 -2.865069080144e-03 9.999781250954e-01
-2.129603549838e-02 1.230067946017e-02 -9.996678829193e-01
2.170246466994e-02 -1.253535598516e-02 9.996490478516e-01
-3.287852182984e-02 1.898495666683e-02 9.861238598824e-01
7.942048460245e-02 -4.587370529771e-02 9.746354222298e-01
-2.480648085475e-02 1.430331170559e-02 -9.672895073891e-01
-5.033927410841e-02 2.910526841879e-02 9.579491615295e-01
6.975967437029e-02 -4.026317968965e-02 -9.608764648438e-01
-2.350683137774e-02 1.356266718358e-02 -9.845216870308e-01
1.184975728393e-03 -5.969272460788e-04 9.741130471230e-01
1.265383325517e-02 -7.394843734801e-03 -9.901329874992e-01
-6.910606473684e-02 3.989524394274e-02 9.369032979012e-01
-4.684050753713e-02 2.703345939517e-02 9.723343253136e-01
1.237755417824e-01 -7.145774364471e-02 -8.163345456123e-01
1.221468951553e-02 -7.047265302390e-03 -1.535582095385e-01
-9.380050748587e-02 5.415658652782e-02 -6.465358138084e-01
2.770414575934e-02 -1.599551364779e-02 9.186031818390e-01
1.934656314552e-02 -1.117446925491e-02 9.795740842819e-01
5.085841752589e-03 -2.945564687252e-03 9.996698498726e-01
1.241123955697e-02 -7.169710472226e-03 9.758728146553e-01
-2.199505083263e-02 1.270291209221e-02 -9.724324941635e-01
1.680489629507e-03 -9.680873481557e-04 -9.953374266624e-01
-2.136170398444e-03 1.235504751094e-03 -9.980720281601e-01
-2.145042642951e-03 1.240930519998e-03 -9.995075464249e-01
2.856757678092e-02 -1.649294421077e-02 -9.898808598518e-01
-4.720689356327e-02 2.720504254103e-02 9.943264126778e-01
3.425647690892e-02 -1.972521468997e-02 -9.986853003502e-01
-8.048115705606e-05 -3.014838439412e-04 9.999983906746e-01
2.617200370878e-03 -1.624351716600e-03 9.994324445724e-01
1.561870798469e-03 -9.750836761668e-04 9.963446855545e-01
-1.178085803986e-02 6.951726041734e-03 -9.956026077271e-01
8.673585020006e-03 -4.951170645654e-03 -9.985005855560e-01
9.400892257690e-02 -5.591692402959e-02 9.801435470581e-01
-8.227976411581e-02 5.619306117296e-02 -9.777990579605e-01
5.979703366756e-02 -5.121838673949e-02 9.821085333824e-01
-7.597630470991e-02 5.394125357270e-02 -9.841340780258e-01
-6.913268566132e-02 4.024878516793e-02 9.951447844505e-01
7.532345503569e-02 -4.376338049769e-02 -9.878495931625e-01
-6.963229179382e-01 4.001739323139e-01 5.804964900017e-01
5.611523985863e-01 -3.224004805088e-01 -3.350919783115e-01
8.719646185637e-02 -5.352856218815e-02 7.700090408325e-01
-3.027437254786e-02 1.866622455418e-02 8.319005370140e-01
9.884917736053e-02 -5.453330278397e-02 -8.454632163048e-01
-2.140230312943e-02 9.942993521690e-03 -9.983097314835e-01
6.596402823925e-02 -3.928193822503e-02 9.887521266937e-01
-4.985789954662e-02 3.182147070765e-02 -9.872723817825e-01
-3.285550326109e-02 2.265137992799e-02 9.931959509850e-01
1.141047384590e-02 -1.639780588448e-02 -9.917050600052e-01
1.455026566982e-01 -1.680465191603e-01 9.666239619255e-01
-2.610307335854e-01 2.517210841179e-01 -9.013704061508e-01
1.147466674447e-01 -5.142931938171e-01 7.884832620621e-01
7.019968703389e-03 4.214244782925e-01 -8.523510694504e-01
-3.079427480698e-01 2.493458986282e-01 8.582415580750e-01
3.596835434437e-01 -2.861582934856e-01 -8.488506674767e-01
-2.092895209789e-01 2.622560597956e-02 1.524283289909e-01
3.150888085365e-01 -2.087751179934e-01 -1.372005045414e-01
-9.462148696184e-02 1.203151196241e-01 -8.467331528664e-01
-1.407301024301e-04 7.617916708114e-05 9.671047329903e-01
1.286326150876e-04 -7.896933675511e-05 9.476920962334e-01
3.643540912890e-05 -2.609590956126e-05 9.999990463257e-01
1.306220565311e-05 -2.696935780477e-06 -9.415554404259e-01
3.392575890757e-04 -1.912619045470e-04 -9.628060460091e-01
-3.655685577542e-04 2.164042234654e-04 -9.999982118607e-01
-6.231898441911e-03 3.643188858405e-03 -9.999729394913e-01
6.280721165240e-03 -3.670908510685e-03 9.999676942825e-01
-2.710033580661e-02 1.565149240196e-02 -9.994787573814e-01
2.761324867606e-02 -1.594752632082e-02 9.994531869888e-01
-3.748323395848e-02 2.163887023926e-02 9.866656064987e-01
9.499518573284e-02 -5.487462878227e-02 9.624045491219e-01
-3.419698029757e-02 1.975293271244e-02 -9.601716399193e-01
-7.755020260811e-02 4.479353874922e-02 8.176278471947e-01
9.166308492422e-02 -5.290830880404e-02 -8.567891716957e-01
-8.558548055589e-03 4.935958888382e-03 -9.762125611305e-01
-1.872423104942e-02 1.086854189634e-02 9.670933485031e-01
2.959196455777e-02 -1.714735478163e-02 -9.843012094498e-01
-9.565594792366e-02 5.522362515330e-02 9.345854520798e-01
-5.943488702178e-02 3.430729731917e-02 9.565305113792e-01
1.566510647535e-01 -9.043847769499e-02 -8.548544049263e-01
1.685260422528e-02 -9.728172793984e-03 -2.478027343750e-02
-1.180342882872e-01 6.814835220575e-02 -6.514976024628e-01
3.251711279154e-02 -1.877506263554e-02 9.043202996254e-01
2.830894105136e-02 -1.634918153286e-02 9.712459445000e-01
6.153955124319e-03 -3.562056925148e-03 9.996541738510e-01
1.583434641361e-02 -9.146175347269e-03 9.750126004219e-01
-2.794200368226e-02 1.613613590598e-02 -9.713372588158e-01
2.909653587267e-03 -1.677579479292e-03 -9.954073429108e-01
-4.144280217588e-03 2.395185641944e-03 -9.976627230644e-01
-1.874711480923e-03 1.085522002541e-03 -9.994214773178e-01
2.927676588297e-02 -1.690411195159e-02 -9.921267628670e-01
-5.271701887250e-02 3.039100579917e-02 9.945120215416e-01
4.039124399424e-02 -2.327118068933e-02 -9.981941580772e-01
-1.848917891039e-04 4.992277827114e-04 9.999975562096e-01
2.872798359022e-03 -1.787595101632e-03 9.993241429329e-01
1.066468507051e-01 -6.167174130678e-02 -5.481030941010e-01
-1.083551496267e-01 6.272383779287e-02 6.281656622887e-01
1.041789539158e-02 -5.954986903816e-03 -9.984602332115e-01
2.159337550402e-01 -1.248253509402e-01 9.497863650322e-01
-3.407890200615e-01 1.945951133966e-01 -9.090454578400e-01
1.280162036419e-01 -7.900915294886e-02 9.587218761444e-01
-9.533945471048e-03 1.291387993842e-02 -9.975745677948e-01
8.189215511084e-02 -4.686773195863e-02 9.949616193771e-01
-8.225186914206e-02 4.717621952295e-02 -9.942777752876e-01
-4.589034616947e-01 2.644172012806e-01 8.249767422676e-01
9.167917817831e-02 -5.264836549759e-02 1.041551493108e-02
3.510392010212e-01 -2.040377259254e-01 1.676645725965e-01
7.811195403337e-02 -4.751431941986e-02 9.443752765656e-01
-1.378446072340e-01 8.159758895636e-02 -9.525426030159e-01
4.755104333162e-02 -3.073365986347e-02 -9.797193408012e-01
9.641324728727e-02 -6.675976514816e-02 8.636840581894e-01
-1.725599053316e-03 7.164853625000e-03 -8.939940929413e-01
-6.299524009228e-02 3.922470659018e-02 -9.834459424019e-01
-1.070872414857e-02 7.771199103445e-03 9.947085380554e-01
6.858272105455e-02 7.268463727087e-03 -9.879509210587e-01
2.394765019417e-01 -5.679999664426e-02 -9.522514939308e-01
1.236243359745e-02 -8.599144220352e-02 9.824501276016e-01
-3.319386392832e-02 8.503455668688e-02 -9.846227169037e-01
-2.745633423328e-01 1.919057220221e-01 9.146307110786e-01
2.900208532810e-01 -2.355668693781e-01 -7.946708202362e-01
1.694102585316e-01 1.101860851049e-01 8.559757471085e-01
2.782269939780e-02 2.997517399490e-02 -8.671570420265e-01
2.083412408829e-01 4.008269011974e-01 -6.874865889549e-01
-1.722895540297e-04 9.461953595746e-05 9.670989513397e-01
1.493324671173e-04 -9.098013833864e-05 9.477004408836e-01
4.494966196944e-05 -3.111279511359e-05 9.999986886978e-01
2.464695899107e-05 -9.248476089851e-06 -9.415609836578e-01
4.028288531117e-04 -2.278817992192e-04 -9.628034234047e-01
-4.358384467196e-04 2.567162155174e-04 -9.999974966049e-01
-7.680264301598e-03 4.480614792556e-03 -9.999592900276e-01
7.741092238575e-03 -4.515852779150e-03 9.999539256096e-01
-3.292603790760e-02 1.901429705322e-02 -9.992433190346e-01
3.354272991419e-02 -1.937023922801e-02 9.992094635963e-01
-4.266984388232e-02 2.463048510253e-02 9.869178533554e-01
1.094180792570e-01 -6.320820003748e-02 9.517037868500e-01
-4.074230417609e-02 2.354605309665e-02 -9.536064863205e-01
-8.536123484373e-02 4.929310083389e-02 -3.853341341019e-01
1.122938618064e-01 -6.481713056564e-02 2.447135746479e-01
1.994066126645e-02 -1.151218637824e-02 -9.546095132828e-01
-5.354735627770e-02 3.094991482794e-02 9.437217116356e-01
4.636201635003e-02 -2.681067399681e-02 -9.754543304443e-01
-1.270879805088e-01 7.337044179440e-02 9.265766739845e-01
-7.147635519505e-02 4.125984013081e-02 9.357946515083e-01
1.896286606789e-01 -1.094786450267e-01 -8.745897412300e-01
2.386249788105e-02 -1.377573423088e-02 9.068719297647e-02
-1.416917592287e-01 8.180722594261e-02 -6.526022553444e-01
3.981954976916e-02 -2.299080975354e-02 8.813028335571e-01
3.659605607390e-02 -2.113367803395e-02 9.636257886887e-01
7.091769948602e-03 -4.103898536414e-03 9.996350407600e-01
1.936591416597e-02 -1.118516083807e-02 9.740157723427e-01
-3.376771882176e-02 1.949926652014e-02 -9.700874090195e-01
4.204765893519e-03 -2.425040816888e-03 -9.954459071159e-01
-6.539573427290e-03 3.777675330639e-03 -9.972749352455e-01
-1.274588052183e-03 7.385946810246e-04 -9.992983341217e-01
2.820759266615e-02 -1.628686301410e-02 -9.939658641815e-01
-5.643517896533e-02 3.254092484713e-02 9.946318268776e-01
4.576616361737e-02 -2.637576311827e-02 -9.976411461830e-01
-2.041201951215e-04 3.016625414602e-04 9.999983310699e-01
3.136575222015e-03 -1.963539980352e-03 9.991790652275e-01
1.233421266079e-02 -6.965401116759e-03 -9.945445060730e-01
-2.297028899193e-02 1.322761457413e-02 9.938934445381e-01
1.239222008735e-02 -7.102322299033e-03 -9.984157085419e-01
2.838182747364e-01 -1.642502248287e-01 9.346588850021e-01
-3.301097452641e-01 1.904877722263e-01 -9.189298152924e-01
4.691790044308e-02 -3.422351926565e-02 9.847733378410e-01
-6.504032295197e-03 1.126398984343e-02 -9.985394477844e-01
1.125316694379e-01 -6.381211429834e-02 9.906605482101e-01
-1.172012761235e-01 6.661492586136e-02 -9.902682304382e-01
-1.273924410343e-01 7.282614707947e-02 9.803426861763e-01
1.277042552829e-02 -5.899773444980e-03 -7.190058231354e-01
9.999880939722e-02 -5.985625460744e-02 7.166835665703e-01
8.487787097692e-03 -8.411215618253e-03 9.619340300560e-01
-1.643954068422e-01 9.591523557901e-02 -8.843847513199e-01
4.513681307435e-02 -2.283916994929e-02 -9.388687014580e-01
