0.000000000000000000e+00 2.975870757142063283e+00
8.090335677083332344e-02 2.961797077971500158e+00
1.618067135416666469e-01 2.942344956787999788e+00
2.427100703124999981e-01 2.918548229844062369e+00
3.236134270833332938e-01 2.886335214888624545e+00
4.045167838541666727e-01 2.846172671189499237e+00
4.854201406249999962e-01 2.792524085150998925e+00
5.663234973958333196e-01 2.724826065649561979e+00
6.472268541666665875e-01 2.635161913328811778e+00
7.281302109374999665e-01 2.521169600087875384e+00
8.090335677083333454e-01 2.370990945097688041e+00
8.899369244791666134e-01 2.179368046889869071e+00
9.708402812499999923e-01 1.927900090509871989e+00
1.051743638020833149e+00 1.607445591985156685e+00
1.132646994791666639e+00 1.189694035563909180e+00
1.213550351562499907e+00 7.128270180786919763e-01
1.294453708333333175e+00 9.195899025030074281e-02
1.375357065104166665e+00 -8.715249718726838513e-01
1.456260421874999933e+00 -2.236564756196930848e+00
1.537163778645833201e+00 -3.946213183662500512e+00
1.618067135416666691e+00 -5.867145601921001763e+00
1.698970492187499959e+00 -7.849097144987718266e+00
1.779873848958333227e+00 -9.749330390893121034e+00
1.860777205729166717e+00 -1.145221896992296706e+01
1.941680562499999985e+00 -1.287031745185385567e+01
2.022583919270833253e+00 -1.394304717134859928e+01
2.103487276041666298e+00 -1.463456005611647548e+01
2.184390632812499788e+00 -1.492800475794669879e+01
2.265293989583333278e+00 -1.479379436500987666e+01
2.346197346354166324e+00 -1.430092153341524508e+01
2.427100703124999814e+00 -1.361946726319263234e+01
2.508004059895833304e+00 -1.288655574733445874e+01
2.588907416666666350e+00 -1.216136156306078675e+01
2.669810773437499840e+00 -1.150700629031001299e+01
2.750714130208333330e+00 -1.100509178953550204e+01
2.831617486979166376e+00 -1.075245466696539687e+01
2.912520843749999866e+00 -1.082329360164061782e+01
2.993424200520833356e+00 -1.121136290201297214e+01
3.074327557291666402e+00 -1.180577400212742489e+01
3.155230914062499892e+00 -1.236045030942138112e+01
3.236134270833333382e+00 -1.273952725129212027e+01
3.317037627604166428e+00 -1.295988569850163152e+01
3.397940984374999918e+00 -1.298732226731335437e+01
3.478844341145833408e+00 -1.280814742244930038e+01
3.559747697916666453e+00 -1.241166018469029275e+01
3.640651054687499943e+00 -1.180322401871370630e+01
3.721554411458333433e+00 -1.099861769755973917e+01
3.802457768229166479e+00 -1.003260869215027107e+01
3.883361124999999969e+00 -8.958558291508371241e+00
3.964264481770833015e+00 -7.845384902641635350e+00
4.045167838541666505e+00 -6.774718516299333082e+00
4.126071195312499995e+00 -5.820801840066145871e+00
4.206974552083332597e+00 -5.063049568706065706e+00
4.287877908854166975e+00 -4.530850623917610065e+00
4.368781265624999577e+00 -4.349975865791289031e+00
4.449684622395833067e+00 -4.751332975844521300e+00
4.530587979166666557e+00 -5.752692617210628079e+00
4.611491335937500047e+00 -7.241199868835041187e+00
4.692394692708332649e+00 -9.089813726967653551e+00
4.773298049479167027e+00 -1.120006909445510601e+01
4.854201406249999629e+00 -1.341215620374135042e+01
4.935104763020833119e+00 -1.558885483857007692e+01
5.016008119791666608e+00 -1.760650070917019505e+01
5.096911476562500098e+00 -1.937531995684382125e+01
5.177814833333332700e+00 -2.082041035415522146e+01
5.258718190104167078e+00 -2.189394363821556055e+01
5.339621546874999680e+00 -2.255756502065340996e+01
5.420524903645833170e+00 -2.279360453839852241e+01
5.501428260416666660e+00 -2.259046121341865998e+01
5.582331617187500150e+00 -2.195437618162140581e+01
5.663234973958332752e+00 -2.089735495864029602e+01
5.744138330729167130e+00 -1.945007605952405783e+01
5.825041687499999732e+00 -1.765207851062239541e+01
5.905945044270833222e+00 -1.556633615607632315e+01
5.986848401041666712e+00 -1.327077031315223543e+01
6.067751757812500202e+00 -1.087291174862446042e+01
6.148655114583332804e+00 -8.497115972550682628e+00
6.229558471354167182e+00 -6.290205393847488224e+00
6.310461828124999784e+00 -4.388247063528778469e+00
6.391365184895833274e+00 -2.898506762186243257e+00
6.472268541666666763e+00 -1.840866332268602745e+00
6.553171898437500253e+00 -1.142231889983909010e+00
6.634075255208332855e+00 -6.157889565406879928e-01
6.714978611979167233e+00 -1.405805931609283022e-01
6.795881968749999835e+00 2.443416083632862501e-01
6.876785325520833325e+00 5.522700546135650423e-01
6.957688682291666815e+00 7.972743896329859137e-01
7.038592039062500305e+00 9.926975517423693995e-01
7.119495395833332907e+00 1.147726369073649888e+00
7.200398752604167285e+00 1.271095621290944333e+00
7.281302109374999887e+00 1.368826500921387357e+00
7.362205466145833377e+00 1.446488905982874940e+00
7.443108822916666867e+00 1.507981925112062527e+00
7.524012179687500357e+00 1.556807133545437427e+00
7.604915536458332959e+00 1.595482684326125389e+00
7.685818893229167337e+00 1.626175591137625220e+00
7.766722249999999939e+00 1.650518468215687706e+00
7.847625606770833429e+00 1.669822702951937687e+00
7.928528963541666030e+00 1.685161978740562505e+00
8.009432320312500408e+00 1.697305425528812917e+00
8.090335677083333010e+00 1.706980416519750410e+00
