# E (eV)	(E_wann - E_DFT)**2
-7.539091110229	8.580610558250e-08
-7.535614967346	9.193996569590e-08
-7.535390853882	3.593238538882e-08
-7.531764984131	1.711537686749e-07
-7.528849124908	8.524746080658e-08
-7.528427124023	3.858496659910e-08
-7.523554801941	3.728428901826e-07
-7.521449089050	4.309271036683e-08
-7.520246982574	8.042384359309e-10
-7.520213127136	6.253011990509e-07
-7.519985198975	9.270956199605e-08
-7.519971847534	2.165903533259e-07
-7.518692016602	9.192064863996e-08
-7.515165805817	7.865161910624e-10
-7.514511108398	4.724473240261e-08
-7.509928226471	2.950117006884e-07
-7.507794857025	9.887448666189e-08
-7.507664203644	5.059424550158e-08
-7.505794048309	4.874826470981e-07
-7.505794048309	4.874826470981e-07
-7.505046844482	4.228279754203e-07
-7.504527091980	4.692817016526e-07
-7.500960826874	5.270035128613e-08
-7.500257968903	4.152340852040e-07
-7.499255180359	9.224220162755e-08
-7.498154163361	1.796565952497e-09
-7.497521877289	1.007243942861e-07
-7.495350837708	3.505269336766e-07
-7.494445800781	5.746568810662e-08
-7.493656158447	3.613670235478e-07
-7.490303039551	2.810679000019e-07
-7.488184928894	5.971731882294e-08
-7.486628055573	4.128079858076e-10
-7.486201763153	3.050737813108e-07
-7.484537124634	2.906680318030e-07
-7.482230186462	6.120519939644e-08
-7.481750965118	7.404908495151e-09
-7.479113101959	2.508136634176e-07
-7.477510929108	9.696745484886e-08
-7.477350234985	9.466667859835e-08
-7.476630210876	6.567691705507e-08
-7.473274230957	1.922111479880e-07
-7.472434043884	7.134947752743e-08
-7.471764087677	1.062652305461e-07
-7.471445083618	7.090328192339e-08
-7.470506191254	8.291644328187e-08
-7.466725826263	7.840800931141e-08
-7.464917182922	3.325334405266e-07
-7.462531089783	8.416636538023e-08
-7.459201812744	1.399427747985e-10
-7.458902835846	9.196871170817e-08
-7.455883979797	1.039828926253e-07
-7.454109191895	1.384368797120e-07
-7.453524112701	1.162857012883e-07
-7.453056812286	1.707322286579e-08
-7.453022003174	9.487453366100e-08
-7.452579975128	1.539662558377e-07
-7.451872825623	1.212235523174e-07
-7.451337814331	1.498607586507e-07
-7.451064109802	7.650460059418e-07
-7.450948238373	1.284383868796e-07
-7.450767993927	1.405637244312e-07
-7.447938919067	3.969025471679e-08
-7.445018768311	2.111573282593e-09
-7.444781780243	7.454954126456e-07
-7.444047927856	7.622740222830e-07
-7.442831993103	2.318473709858e-08
-7.442793846130	1.100451015898e-07
-7.441537857056	3.000448679076e-09
-7.439929962158	4.390831338597e-07
-7.439929962158	4.390831338597e-07
-7.439726829529	4.389470677907e-07
-7.438811779022	4.382621240581e-07
-7.437524795532	4.352068911603e-07
-7.437224864960	1.295556332442e-08
-7.437185764313	4.377208100502e-07
-7.434850215912	4.382507955621e-07
-7.433701038361	4.577580863593e-07
-7.432295799255	3.062487643991e-07
-7.431807994843	4.398096522749e-07
-7.430919170380	4.706368149222e-07
-7.430311203003	4.268712123790e-07
-7.428065776825	4.382097857711e-07
-7.426336765289	9.584749454939e-08
-7.425212860107	7.223202461757e-07
-7.423836231232	7.433485476910e-07
-7.423624038696	4.383435858384e-07
-7.418488979340	4.383904284709e-07
-7.418299198151	4.179304631956e-07
-7.412665843964	4.388017602181e-07
-7.410695075989	1.066464983202e-07
-7.406159877777	4.413072749067e-07
-7.401507854462	4.086988935590e-07
-7.398983955383	4.390547987178e-07
-7.397952079773	5.007527945968e-08
-7.397693157196	2.747050102339e-07
-7.397360801697	9.407328049155e-08
-7.392757892609	7.047591866361e-07
-7.392566204071	7.163396355558e-07
-7.391817092896	4.024429787227e-09
-7.391143798828	4.363209643580e-07
-7.390692234039	7.317180935916e-07
-7.382644176483	4.400523554286e-07
-7.379978179932	3.752684152475e-07
-7.375576972961	9.859890260727e-08
-7.373501777649	4.424648685068e-07
-7.371739864349	3.873630958502e-08
-7.366182804108	9.197357474575e-08
-7.363727092743	4.446509068240e-07
-7.363365173340	3.860621716802e-07
-7.363365173340	3.860621716802e-07
-7.361738204956	5.179535186703e-07
-7.361571788788	2.471289726970e-07
-7.359106063843	3.757527223887e-07
-7.353707790375	3.437386632123e-07
-7.353332042694	4.464956173493e-07
-7.352534770966	7.646207822516e-07
-7.347527027130	7.408137921055e-07
-7.347098827362	3.508383375161e-07
-7.346622943878	8.618437840059e-08
-7.345307826996	3.230821727693e-07
-7.345080852509	7.358831455748e-07
-7.342328071594	4.497390173576e-07
-7.340157032013	4.369806224976e-09
-7.337578773499	9.450695992788e-08
-7.332910060883	9.294494894912e-08
-7.330733776093	4.486796059416e-07
-7.328545093536	3.205765860269e-07
-7.325071811676	1.882866450512e-07
-7.322703838348	3.089334756298e-07
-7.318562984467	4.471046511120e-07
-7.314128875732	6.587265021279e-07
-7.305837154388	4.422452098072e-07
-7.301146030426	3.886400207959e-07
-7.297663211823	9.452325673890e-08
-7.297182083130	2.427128183112e-07
-7.296855926514	9.383162282513e-08
-7.295040130615	2.570200398339e-09
-7.292570114136	4.450316290770e-07
-7.291533946991	1.132796375551e-07
-7.291131973267	7.605219258798e-07
-7.288444995880	1.323868738936e-07
-7.287690162659	7.286740025884e-07
-7.286945819855	2.630084833187e-07
-7.278869152069	4.796603070400e-07
-7.278790950775	4.490187527408e-07
-7.274024963379	2.604040428621e-07
-7.274023056030	1.222589478763e-08
-7.273347854614	7.094660092251e-09
-7.271625995636	8.324832791336e-07
-7.264526844025	4.526303048597e-07
-7.260597229004	9.583770320867e-08
-7.253610134125	9.871985135967e-08
-7.249804973602	4.565919160207e-07
-7.246346950531	2.110083815779e-07
-7.241184234619	2.341057280300e-07
-7.234952926636	8.715470773368e-07
-7.234654903412	4.616332905641e-07
-7.231007099152	1.602277493320e-07
-7.230692863464	8.740567855778e-07
-7.223355770111	1.838424413148e-07
-7.221911907196	9.604794568562e-08
-7.219524860382	6.591324491604e-07
-7.219110965729	4.669784228817e-07
-7.208092212677	1.062527176719e-07
-7.205379962921	2.038442820559e-07
-7.205173969269	9.462847670601e-07
-7.203216075897	4.671807887766e-07
-7.200735092163	1.526451773538e-07
-7.192545890808	1.010900716388e-06
-7.192545890808	1.010900716388e-06
-7.189438819885	4.112079158382e-07
-7.187017917633	4.592377866096e-07
-7.185429096222	3.540328721059e-11
-7.181879997253	9.758631920849e-08
-7.170561790466	4.536170418513e-07
-7.167549133301	1.773982297714e-07
-7.163533210754	1.358254148500e-07
-7.160628795624	1.074638121153e-07
-7.158685207367	1.167814306759e-07
-7.153905868530	4.543912983679e-07
-7.153296947479	2.748246430843e-07
-7.152275085449	2.323293030315e-07
-7.149792194366	9.333117984062e-08
-7.142364978790	4.740902515336e-07
-7.140878200531	9.452681251812e-08
-7.137124061584	4.574835592920e-07
-7.134452819824	2.425009976544e-08
-7.128558158875	1.485479620096e-07
-7.120304107666	4.575031656204e-07
-7.117873191833	2.860653463067e-07
-7.111717224121	1.029468127347e-07
-7.110456943512	1.009938755001e-09
-7.103547096252	4.577847451657e-07
-7.099555969238	9.139694149412e-08
-7.098567008972	3.166511947768e-07
-7.093004226685	3.745183875907e-08
-7.089567184448	1.073543270555e-07
-7.089138031006	4.416921740176e-09
-7.086994171143	4.544810843293e-07
-7.086338996887	6.505641087652e-08
-7.078369140625	2.178166573710e-07
-7.074837207794	2.646148366106e-07
-7.071150779724	7.070003407048e-08
-7.070856094360	4.454375941277e-07
-7.068731784821	1.984972609785e-07
-7.068731784821	1.984972609785e-07
-7.065867900848	4.097449884576e-08
-7.064139842987	1.115744815037e-07
-7.062314033508	8.805562117903e-08
-7.061984062195	4.803060994941e-07
-7.061931133270	5.186366941498e-08
-7.061450958252	4.633204511542e-07
-7.059347152710	7.649060301131e-08
-7.058169841766	4.784162324136e-07
-7.056922912598	2.104448342427e-07
-7.056155204773	4.266905771284e-07
-7.055535793304	4.152312168980e-07
-7.053778171539	3.095808407428e-08
-7.052557945251	2.542291938205e-10
-7.050975799561	1.295613154996e-08
-7.050695896149	4.564622608658e-07
-7.046360015869	1.213112731692e-07
-7.045732021332	3.642831893703e-07
-7.042109012604	3.430100046713e-07
-7.041646957397	1.074231180592e-09
-7.041170120239	3.907433872462e-07
-7.038528919220	1.014068585298e-07
-7.035667896271	1.138962756364e-07
-7.034742832184	1.701591689955e-07
-7.032104015350	7.522467527167e-10
-7.030639171600	2.029814428635e-07
-7.030299186707	1.849793537776e-07
-7.029606819153	2.229502051180e-09
-7.029436111450	2.362056918376e-07
-7.026198863983	2.093245910035e-08
-7.024840831757	6.001582130039e-08
-7.020362854004	8.057209148446e-09
-7.017577171326	3.044640744802e-09
-7.017563819885	2.275635947223e-08
-7.014976024628	1.706015207090e-07
-7.008871078491	1.213601887002e-07
-7.004951953888	4.656534531641e-07
-7.003126144409	1.560882465113e-09
-7.001359939575	9.280888760952e-08
-6.998185157776	3.141706036255e-07
-6.997441768646	1.790120861768e-10
-6.995066165924	5.661689550711e-09
-6.995020866394	2.405018500525e-07
-6.988587856293	2.554894370716e-07
-6.987236976624	3.515583635313e-07
-6.986230850220	8.349613051439e-10
-6.984641075134	4.606107068539e-09
-6.983092784882	9.381227421519e-08
-6.978108882904	6.738299038659e-09
-6.977320194244	3.428765228862e-07
-6.971765041351	5.327444420957e-07
-6.968519210815	2.959179751314e-07
-6.967698097229	1.070749652405e-07
-6.964575767517	2.638982507453e-08
-6.963057994843	8.550106055483e-10
-6.962276935577	2.230690941162e-07
-6.960193157196	1.225561399476e-07
-6.959471225739	4.040007387872e-08
-6.958699226379	2.264556506239e-08
-6.958155155182	8.313980911237e-08
-6.954748153687	1.521697331109e-08
-6.954105854034	2.993799137308e-08
-6.953450202942	1.267163597255e-08
-6.952686786652	5.188341404681e-08
-6.942856788635	7.050991903354e-07
-6.941870212555	3.973866070853e-07
-6.928361892700	1.610995259234e-07
-6.924259185791	1.622951823423e-07
-6.922107219696	4.749067787850e-08
-6.921885013580	2.361667421362e-08
-6.921261787415	3.478819309675e-08
-6.917153835297	2.535549955832e-07
-6.916325092316	3.266081069458e-08
-6.906523227692	6.708742072748e-08
-6.899119853973	1.160126837720e-07
-6.899105072021	1.548540088601e-07
-6.889544963837	4.740409901873e-08
-6.889410972595	1.538041941401e-07
-6.879786968231	1.340369663460e-07
-6.878109931946	2.180532991176e-08
-6.874999046326	1.645745023616e-07
-6.873709201813	1.061511475270e-07
-6.863825798035	1.005838317001e-07
-6.862492084503	3.301140447204e-08
-6.861870765686	6.095925227227e-08
-6.855068206787	7.206063029508e-07
-6.852722167969	8.108479511110e-07
-6.852722167969	8.108479511110e-07
-6.851767063141	3.919605228234e-08
-6.851367950439	3.740080526757e-08
-6.851150035858	7.758816287801e-07
-6.847523212433	1.749957938678e-07
-6.845852851868	6.550659022394e-07
-6.845115184784	6.505568113040e-07
-6.845058917999	8.760375175984e-09
-6.840837955475	1.258122886264e-09
-6.840703010559	1.804585116075e-08
-6.834592819214	4.479036547435e-07
-6.826066970825	8.473515034536e-08
-6.824798107147	1.470369784666e-07
-6.823123931885	4.791505387216e-08
-6.813796043396	2.007626543817e-07
-6.812056064606	2.143437877503e-07
-6.804583072662	1.293197562334e-08
-6.804426193237	1.537301190920e-07
-6.796976089478	4.416711753797e-08
-6.794510841370	2.947335981971e-07
-6.794201850891	2.489159915060e-08
-6.785943031311	3.533080245214e-08
-6.782182216644	3.402948170559e-07
-6.781184196472	4.615467419865e-08
-6.780273914337	6.881429124907e-09
-6.779102802277	2.479765112412e-09
-6.774405956268	1.191800713638e-07
-6.770054817200	7.124928293085e-09
-6.760807037354	1.374489180121e-07
-6.747870922089	1.096268100986e-07
-6.746034145355	1.183992868115e-08
-6.738123893738	1.762136529305e-09
-6.737339019775	3.178720580037e-09
-6.726975917816	3.443846602369e-08
-6.724144935608	1.170307586402e-07
-6.717138767242	1.086264037647e-07
-6.708773136139	3.435188169993e-07
-6.706582069397	9.132709803094e-10
-6.706114768982	1.231171070049e-07
-6.687694072723	2.916948624699e-09
-6.677944183350	3.360356008979e-08
-6.677874088287	1.724954638324e-11
-6.674345016479	1.055651877440e-07
-6.673711776733	8.552823895786e-08
-6.660243988037	2.429979730772e-09
-6.657601833344	3.721201064122e-08
-6.651257038116	5.668387171982e-10
-6.644770145416	2.042341832289e-07
-6.644009113312	1.886583022752e-08
-6.642283916473	3.155163744952e-08
-6.632424831390	1.130154008196e-08
-6.630866050720	1.802835294322e-07
-6.630753993988	7.488577680783e-08
-6.628131866455	1.997990275831e-08
-6.628042221069	2.372099182655e-07
-6.626719951630	4.336023722104e-09
-6.625256061554	8.471320008459e-08
-6.622700214386	2.701495111016e-08
-6.619128227234	2.092827725069e-08
-6.609454154968	3.024215749609e-08
-6.607048034668	7.275946758537e-08
-6.604262828827	7.446984630304e-09
-6.590931892395	9.787809047270e-08
-6.588469028473	7.244886827788e-08
-6.585054874420	1.245404830292e-09
-6.583806037903	9.765067968123e-09
-6.577085018158	7.069131542745e-08
-6.575998783112	4.799906703529e-07
-6.573935985565	1.564588428804e-08
-6.569307804108	1.141224974436e-07
-6.566273212433	8.107163815372e-09
-6.565230846405	1.764371611923e-08
-6.549997806549	1.363207957727e-07
-6.548460006714	2.548211025290e-08
-6.547049045563	6.777450494757e-08
-6.546405792236	1.206572670502e-07
-6.534562110901	1.840320094636e-07
-6.533376216888	3.240046059586e-08
-6.530067920685	5.723477081722e-08
-6.528191089630	6.578988017842e-08
-6.524394035339	1.275482150913e-07
-6.519859790802	3.672499608286e-08
-6.513291835785	1.186273074483e-08
-6.507762908936	4.797341499819e-08
-6.506640911102	6.728650899556e-08
-6.504405021667	1.353362078712e-07
-6.496976852417	6.221766302313e-08
-6.487407207489	6.766984368954e-08
-6.486973762512	1.468952740875e-07
-6.484407901764	5.499685678916e-08
-6.483359813690	4.365354003581e-07
-6.479948043823	2.978167153389e-08
-6.478905200958	8.345240059132e-08
-6.472280025482	1.555879808017e-07
-6.471407890320	8.699026835236e-08
-6.469758987427	5.559853185207e-09
-6.467416763306	6.207205802626e-08
-6.464783191681	9.908192334135e-08
-6.460258007050	1.623007393130e-07
-6.458961963654	1.090329027858e-07
-6.456812858582	8.724027073410e-08
-6.453875064850	1.097236977967e-07
-6.451324939728	6.398533918909e-09
-6.450714111328	1.547453789123e-07
-6.449430942535	1.143476839760e-07
-6.445566177368	1.227326019184e-07
-6.443333148956	1.569900850422e-07
-6.442224979401	1.341674212470e-07
-6.440377235413	4.665988546020e-08
-6.439364910126	1.424100211056e-07
-6.437807083130	1.683830390416e-07
-6.436933040619	1.530004490132e-07
-6.434912204742	1.480525746329e-07
-6.433878898621	1.586319195985e-07
-6.433428764343	1.056530022087e-07
-6.433236122131	1.517247784325e-07
-6.431892871857	1.497956019822e-07
-6.431253910065	1.619438430096e-07
-6.430849075317	1.481682373496e-07
-6.430072784424	1.549535481128e-07
-6.429758071899	1.642359840291e-07
-6.429570198059	1.517617364177e-07
-6.429535865784	5.380858377962e-08
-6.429299831390	1.605624650563e-07
-6.429267883301	1.690735445858e-07
-6.429267883301	1.690735445858e-07
-6.428106784821	1.370675035940e-08
-6.399521827698	2.316653848019e-07
-6.398227214813	3.821549090933e-08
-6.393179893494	4.336411886481e-08
-6.388793945312	9.582586288983e-10
-6.387412071228	1.299514535013e-07
-6.384367942810	6.812965476858e-08
-6.375911235809	1.806566783622e-10
-6.358551025391	3.960704888139e-08
-6.358249187469	4.148680238739e-08
-6.351950168610	7.077297702473e-09
-6.345534801483	2.825899849871e-07
-6.341784954071	5.116946322697e-08
-6.326759815216	1.181798959099e-09
-6.325964927673	3.637532548188e-08
-6.320911884308	4.956218007756e-08
-6.319064140320	1.799898192039e-07
-6.318321228027	1.677990129103e-07
-6.313005924225	2.301468870687e-07
-6.311452865601	1.597629414697e-07
-6.310884952545	1.963175092969e-07
-6.309101104736	1.498700461076e-09
-6.308707237244	4.557206164582e-08
-6.304896831512	8.291816470058e-08
-6.303040981293	1.402696995771e-07
-6.297464847565	3.988497283148e-07
-6.295853137970	4.377234980313e-08
-6.293641090393	2.167556240645e-07
-6.286955833435	6.201624414855e-08
-6.281135082245	4.119857947820e-07
-6.270573139191	2.943266761598e-08
-6.270001888275	2.211439821496e-07
-6.269023895264	4.842678323651e-08
-6.268196105957	1.572740819612e-08
-6.257780075073	7.349616771793e-08
-6.253200054169	1.933524658003e-07
-6.246822834015	6.963556265978e-08
-6.244678020477	2.260871985652e-07
-6.243380069733	2.371699964636e-07
-6.243076801300	4.991068273979e-07
-6.240554809570	5.336606707885e-07
-6.236382007599	8.105844006632e-08
-6.236017227173	8.540205660956e-08
-6.233854770660	2.532700724510e-07
-6.231373786926	8.169363938639e-08
-6.228073120117	1.155161102702e-07
-6.224450111389	1.014957916692e-07
-6.223964214325	2.771072229257e-07
-6.223560810089	1.034064464753e-07
-6.221467971802	9.338076082099e-08
-6.221467971802	9.338076082099e-08
-6.219486236572	9.860316016413e-08
-6.216403007507	2.448374357210e-07
-6.215982913971	2.997285899425e-07
-6.215359210968	1.997070816654e-07
-6.214690208435	2.911661837681e-07
-6.214478015900	2.917795550474e-07
-6.214313030243	2.795681971169e-07
-6.213810920715	2.984603278450e-07
-6.213084220886	2.760229563182e-07
-6.212819099426	3.026897989667e-07
-6.211618900299	3.030563119107e-07
-6.210404872894	2.768404453511e-07
-6.210328102112	3.180887306943e-07
-6.210318088531	3.065534803988e-07
-6.209222793579	2.164958793792e-07
-6.209031105042	3.117810295559e-07
-6.207867145538	3.189070357954e-07
-6.207087993622	3.309155287336e-07
-6.206929206848	3.264838157575e-07
-6.206305980682	3.369106705097e-07
-6.206085205078	3.390764693880e-07
-6.206085205078	3.390764693880e-07
-6.203914165497	2.255261263235e-07
-6.203728199005	2.672533070407e-07
-6.198441982269	2.365210888694e-07
-6.197533130646	5.603650478016e-08
-6.192564010620	2.326362494687e-07
-6.190802097321	5.983339107901e-07
-6.190609931946	2.351499836095e-07
-6.187272071838	9.348174998178e-08
-6.186182022095	2.329984770746e-07
-6.185615062714	9.317575259509e-08
-6.185520172119	1.011635102234e-07
-6.185496807098	9.299617243125e-08
-6.184985160828	1.042465492831e-07
-6.183887004852	5.591353255855e-07
-6.181778907776	1.104447459665e-07
-6.181367874146	1.043109147606e-07
-6.181275844574	1.112709077732e-07
-6.180481910706	1.109649210820e-07
-6.179285049438	2.355231009764e-07
-6.179010868073	1.022467187134e-07
-6.179010868073	1.022467187134e-07
-6.178476810455	1.674022861349e-07
-6.175269126892	9.227739248625e-08
-6.173316955566	1.078685365986e-07
-6.171881198883	2.494038076445e-07
-6.167615890503	9.321256457032e-08
-6.166890144348	2.318141200124e-07
-6.164182186127	1.031371393573e-07
-6.164031982422	2.482511423622e-07
-6.159692764282	4.477159929358e-08
-6.158606052399	1.037303002939e-07
-6.155780792236	2.348870733864e-07
-6.153487205505	9.700121583192e-08
-6.148399829865	1.011571398952e-07
-6.147158145905	2.325267346612e-07
-6.146243095398	2.269071324946e-07
-6.141536235809	1.046938688342e-07
-6.138234138489	2.305407778524e-07
-6.137047767639	1.166816422006e-07
-6.136340141296	9.479328204704e-08
-6.134575843811	3.170804174403e-11
-6.134169101715	6.100954674998e-07
-6.129802227020	2.135363423263e-07
-6.129077911377	2.222701175349e-07
-6.128696918488	1.075098041920e-07
-6.126129150391	1.355179924146e-07
-6.124688148499	1.209876719909e-07
-6.121493816376	5.826547333590e-07
-6.119742870331	2.168417555338e-07
-6.115839958191	1.920947457181e-07
-6.115355968475	1.070367427438e-07
-6.111412048340	1.177501273942e-07
