# E (eV)	|Delta E| (eV)	|Delta S_x|	|Delta S_y|	|Delta S_z|
-5.709841251373291016e+00 5.199763157364145627e-04 1.447048009652136119e-03 8.312212718232774716e-04 1.125620303405905354e-03
-5.709841251373291016e+00 5.199763157364145627e-04 1.446713664852135664e-03 8.313693521122770408e-04 1.125858722005990131e-03
-5.709372043609619141e+00 5.263848660295167292e-04 9.084249343778178637e-04 8.653256650342344009e-04 1.042903565568353841e-03
-5.707861423492431641e+00 5.338119481965719615e-04 4.375434987258404462e-05 8.809609379546471872e-04 3.803287733452620500e-04
-5.705306529998779297e+00 5.354626992737365754e-04 9.938224217407743560e-04 9.138402135723802319e-04 4.006137298790957146e-04
-5.704140186309814453e+00 5.047196398830777753e-04 1.055482965752134461e-03 5.609397779780334395e-04 7.915999984799970690e-04
-5.701714992523193359e+00 5.345825062406106554e-04 1.452757152273475780e-03 8.807863455252548310e-04 7.951569042620176830e-04
-5.697086811065673828e+00 5.281373705479097680e-04 1.094596906896734556e-03 6.281959477100872852e-04 5.645562669649439869e-04
-5.691425800323486328e+00 5.191412563601005559e-04 7.234938526143840087e-05 4.166886434002568113e-05 1.222357121450912132e-04
-5.687148571014404297e+00 4.669317163585873232e-04 3.308772812483408432e-05 3.869346530876137391e-06 7.286835607800412618e-06
-5.684726238250732422e+00 5.027283478185040622e-04 1.660538522424488683e-03 8.156081979413904934e-04 7.958956581699538901e-04
-5.677001476287841797e+00 4.930201622581620313e-04 3.047540342790013013e-03 1.698286753706875797e-03 9.785452694426322040e-04
-5.668251514434814453e+00 4.887557270727427294e-04 3.626605725066747721e-03 2.253800008252222938e-03 4.842673081285608916e-04
-5.659188747406005859e+00 4.168435111360224710e-04 1.039724468681382449e-03 5.157596009032396761e-04 7.854039671542079049e-04
-5.658476352691650391e+00 4.855862755785977924e-04 3.078247751630298901e-03 2.199466711526947352e-03 4.539236112828248793e-04
-5.647684574127197266e+00 4.850841354517854143e-04 1.516706559244421215e-03 1.476989192666044309e-03 1.308892240701964305e-03
-5.635881900787353516e+00 4.849648121609817508e-04 5.385189254239718115e-04 3.128824457136504533e-04 1.564756232875774700e-03
-5.623068332672119141e+00 4.781856831446162914e-04 2.376251752462865685e-03 8.709920763262995677e-04 1.031836311343403700e-03
-5.620804309844970703e+00 3.756995168906485105e-04 1.536189111429015625e-03 7.056065901338498883e-04 1.080629346311812178e-03
-5.609254360198974609e+00 4.702912314140661465e-04 3.387888119510759286e-03 1.642985307524137684e-03 2.612654894029731167e-05
-5.594445705413818359e+00 4.637961651834388022e-04 3.319302919437890076e-03 1.765905224113888811e-03 1.027667978552360140e-03
-5.578648090362548828e+00 4.612721228696159415e-04 2.358996615743203309e-03 1.304531878685451923e-03 1.408548081105465144e-03
-5.572752475738525391e+00 3.706383860944129083e-04 1.115738679162810859e-03 4.857984377458247904e-04 7.405140501427487365e-04
-5.561868190765380859e+00 4.642034669526395874e-04 1.035071177240979093e-03 5.850143016358361203e-04 9.617039792184645108e-04
-5.544119358062744141e+00 4.773377334483797085e-04 3.363353064214126553e-05 1.820757034620527903e-05 8.057608292255658000e-06
-5.525401592254638672e+00 4.887554706538566052e-04 4.107483532648885383e-04 1.142143822355067700e-04 8.131163421252196599e-04
-5.515926837921142578e+00 3.680971358370754842e-04 4.647699683138495352e-05 7.556231168171986812e-06 9.788208180760982202e-06
-5.505729198455810547e+00 4.990238199233942851e-04 3.285757662552755975e-05 1.851309713726823070e-04 7.364656534976088409e-04
-5.485107898712158203e+00 5.003672889039023630e-04 7.966579554935879909e-04 6.338378005837572160e-04 5.832700138762580977e-04
-5.463551044464111328e+00 4.943602481155551231e-04 1.570130748327862660e-03 8.013094818677089781e-04 2.929794332759194653e-03
-5.451411724090576172e+00 3.470737979718307997e-04 1.325635382985706004e-03 4.407067112048319163e-04 6.435842312491057982e-04
-5.441075801849365234e+00 4.881984156011043297e-04 1.805949498162436918e-03 3.579472733765136534e-04 5.581301838510799307e-03
-5.417692661285400391e+00 4.828521149207176677e-04 1.295249935672758944e-03 7.522290898040965429e-04 7.629479482338719087e-03
-5.393414974212646484e+00 4.805331583028760178e-04 1.716903345822780660e-04 2.234965312719074809e-03 8.384042549750225781e-03
-5.380464076995849609e+00 3.041440489646163314e-04 1.960222971032422185e-03 6.077558981919615327e-04 8.387245401849652282e-04
-5.368256092071533203e+00 4.801400345950668225e-04 1.138740469083869902e-03 3.547664604208145174e-03 7.655415356887518286e-03
-5.366652965545654297e+00 9.220533380904782916e-04 4.912907617357041568e-04 2.795699983269422928e-04 5.205502420253971252e-03
-5.366652965545654297e+00 9.220533380904782916e-04 4.918365167657055836e-04 2.805665134769444458e-04 5.205621629553958130e-03
-5.365983486175537109e+00 9.234473586055003125e-04 1.663562638446955400e-05 9.966791974423787337e-04 6.063784573279940027e-03
-5.364248752593994141e+00 9.272233470305479841e-04 9.675593724162503961e-04 1.441212086135647968e-03 6.076390348890736703e-03
-5.361446857452392578e+00 9.267444569633909168e-04 1.924764505281905541e-03 1.585090421778383857e-03 5.111429265764466656e-03
-5.360131740570068359e+00 9.093613127166833010e-04 3.555745522134286241e-04 1.749033772035502032e-04 3.674610749188733649e-03
-5.357577800750732422e+00 9.172941101507348094e-04 2.246632214026746122e-03 1.407120253217781364e-03 3.417987970677494047e-03
-5.352642536163330078e+00 8.984323259575432985e-04 1.569534632879059088e-03 8.754552239546298242e-04 1.524430555174483004e-03
-5.346644878387451172e+00 8.772803632997039358e-04 6.103526610314741196e-06 2.772283241480461013e-06 2.040047363260910629e-07
