K                               1         0.0000000000      0.3333330000      0.3333330000      0.0000000000
G                             101         1.2220013298      0.0000000000      0.0000000000      0.0000000000
M                             188         2.2802865842      0.5000000000      0.0000000000      0.0000000000
K                             238         2.8912872354      0.3333330000      0.3333330000      0.0000000000
