# E (eV)	(E_wann - E_DFT)**2
-4.425395011902	1.372150131956e-07
-4.424860000610	1.675856421650e-07
-4.424586296082	7.266119510331e-07
-4.424470901489	1.445215499892e-07
-4.424290657043	1.573670609843e-07
-4.421461105347	4.905243917813e-08
-4.418540954590	5.616017262060e-10
-4.418304443359	7.083644185218e-07
-4.417570114136	7.239105574183e-07
-4.416354179382	1.690302399797e-08
-4.416316032410	9.577585542837e-08
-4.415060043335	5.933632017382e-09
-4.413452148438	4.690704829009e-07
-4.413452148438	4.690704829009e-07
-4.413249015808	4.689298468682e-07
-4.412334442139	4.675695467258e-07
-4.411046981812	4.650637728346e-07
-4.410747528076	1.838719498414e-08
-4.410708427429	4.670104207382e-07
-4.408372879028	4.675578455774e-07
-4.407223701477	4.287647888483e-07
-4.405817985535	3.313742981410e-07
-4.405330657959	4.691679358920e-07
-4.404441833496	4.412318677233e-07
-4.403833389282	4.564455472682e-07
-4.401588439941	4.675154867239e-07
-4.399859428406	8.283780908062e-08
-4.398735046387	6.849888554637e-07
-4.397358894348	7.062717400515e-07
-4.397146224976	4.683060876129e-07
-4.392011642456	4.677020713924e-07
-4.391821861267	4.465611355420e-07
-4.386188507080	4.681269287101e-07
-4.384217262268	9.260703120313e-08
-4.379682540894	4.707146941511e-07
-4.375030517578	4.370168588824e-07
-4.372506141663	4.690411961432e-07
-4.371474266052	4.061085197609e-08
-4.371215820312	2.980067777460e-07
-4.370882987976	8.091746750796e-08
-4.366280555725	6.686700594029e-07
-4.366088867188	6.799513317470e-07
-4.365339279175	1.696177284554e-09
-4.364665985107	4.662154030249e-07
-4.364214897156	6.949362064459e-07
-4.356166839600	4.694186075876e-07
-4.353500366211	4.030285261467e-07
-4.349099159241	8.511858837883e-08
-4.347023963928	4.725655710584e-07
-4.345262527466	3.063848927523e-08
-4.339705467224	7.923919313415e-08
-4.337249755859	4.741677275870e-07
-4.336887359619	3.589031899560e-07
-4.336887359619	3.589031899560e-07
-4.335260391235	4.864171917344e-07
-4.335094451904	2.692546837645e-07
-4.332628250122	3.489654798223e-07
-4.327230453491	3.697481342322e-07
-4.326854705811	4.760726198365e-07
-4.326057434082	7.270104697411e-07
-4.321049690247	7.038010620708e-07
-4.320621490479	3.255149736205e-07
-4.320145606995	7.387245498790e-08
-4.318830490112	2.988003057968e-07
-4.318603515625	6.989953751079e-07
-4.315850257874	4.800820857265e-07
-4.313679695129	1.964938455383e-09
-4.311100959778	8.131971735866e-08
-4.306432723999	8.014099948754e-08
-4.304256439209	4.783276982445e-07
-4.302067756653	2.963909009096e-07
-4.298594474792	2.076597322722e-07
-4.296226501465	3.336156692070e-07
-4.292085647583	4.767014953721e-07
-4.287651062012	6.230986149370e-07
-4.279359817505	4.716833593875e-07
-4.274668693542	3.619623997649e-07
-4.271185874939	8.160704277299e-08
-4.270704269409	2.212810580703e-07
-4.270378112793	8.069335467466e-08
-4.268562316895	8.090283223660e-10
-4.266092300415	4.752180788626e-07
-4.265056610107	1.284127792438e-07
-4.264654159546	7.222031453032e-07
-4.261967658997	1.170140653180e-07
-4.261212348938	6.911766087041e-07
-4.260468482971	2.858189835111e-07
-4.252391815186	4.499702839059e-07
-4.252313613892	4.786778688924e-07
-4.247547149658	2.381872128704e-07
-4.247545242310	1.764234486147e-08
-4.246870040894	3.841035055453e-09
-4.245148658752	7.932188274963e-07
-4.238049507141	4.824065560209e-07
-4.234119415283	8.255446661175e-08
-4.227132797241	8.550961436562e-08
-4.223327636719	4.864961196252e-07
-4.219869613647	2.314893196550e-07
-4.214706420898	2.130662649009e-07
-4.208475112915	8.304916332127e-07
-4.208177566528	4.916995209189e-07
-4.204529762268	1.432680803846e-07
-4.204215049744	8.329415597713e-07
-4.196878433228	1.656421898385e-07
-4.195434570312	8.302416775135e-08
-4.193047523499	6.242466969378e-07
-4.192633628845	4.972154792110e-07
-4.181614875793	9.252997760746e-08
-4.178902626038	1.846543731866e-07
-4.178696632385	9.043911279580e-07
-4.176738739014	4.974242932926e-07
-4.174257278442	1.705293880308e-07
-4.166068077087	9.666465790661e-07
-4.166068077087	9.666465790661e-07
-4.162961006165	3.831625266368e-07
-4.160540580750	4.892271378150e-07
-4.158951759338	7.687837395550e-10
-4.155402183533	8.417795265022e-08
-4.144083976746	4.840885204723e-07
-4.141071319580	1.591475158268e-07
-4.137055397034	1.527236377979e-07
-4.134151458740	9.366039102255e-08
-4.132207870483	1.023719046469e-07
-4.127428054810	4.848883485723e-07
-4.126819610596	2.981313807019e-07
-4.125797271729	2.113716995205e-07
-4.123314857483	1.071111546258e-07
-4.115887641907	4.445758810464e-07
-4.114400863647	8.161034669343e-08
-4.110646247864	4.880825218348e-07
-4.107975006104	3.167622403294e-08
-4.102080345154	1.318891675013e-07
-4.093826293945	4.881027732327e-07
-4.091395378113	3.103654137058e-07
-4.085239410400	8.916168326877e-08
-4.083979606628	2.868289816136e-09
-4.077069282532	4.883936155267e-07
-4.073078155518	7.843671234763e-08
-4.072089195251	2.921012983974e-07
-4.066526412964	4.656035945406e-08
-4.063089370728	9.326670523753e-08
-4.062660217285	7.870111079894e-09
-4.060516357422	4.849810985092e-07
-4.059861183167	5.419950052215e-08
-4.051891326904	1.975398921814e-07
-4.048359870911	2.874934435765e-07
-4.044672966003	8.302955850072e-08
-4.044378280640	4.756375832327e-07
-4.042254447937	1.795669700930e-07
-4.042254447937	1.795669700930e-07
-4.039390563965	5.026495415335e-08
-4.037662506104	1.265968773183e-07
-4.035836219788	7.534363658830e-08
-4.035506248474	5.116468180087e-07
-4.035453796387	4.241914292626e-08
-4.034973144531	4.941108471613e-07
-4.032869338989	6.467643714483e-08
-4.031692504883	5.090155775877e-07
-4.030445098877	1.905225999684e-07
-4.029677391052	4.562587587945e-07
-4.029058456421	4.437708163441e-07
-4.027300834656	2.376907082220e-08
-4.026080131531	3.980542956563e-11
-4.024497985840	1.851741933435e-08
-4.024218559265	4.863622856639e-07
-4.019882202148	1.373083397935e-07
-4.019254684448	3.910446801414e-07
-4.015631675720	3.689923964847e-07
-4.015169143677	3.028211404586e-09
-4.014692306519	4.190599811833e-07
-4.012051582336	1.157505459644e-07
-4.009190559387	1.290692610861e-07
-4.008265495300	1.526673186267e-07
-4.005626678467	2.421033680130e-09
-4.004161834717	2.230781553808e-07
-4.003821372986	1.663322757143e-07
-4.003129005432	4.826264843895e-09
-4.002958297729	2.583319802278e-07
-3.999721288681	1.504676096070e-08
-3.998363256454	7.128716805488e-08
-3.993885278702	4.589609415754e-09
-3.991099596024	1.099781996277e-09
-3.991086244583	1.659892338855e-08
-3.988498449326	1.528998212208e-07
-3.982393503189	1.065060134085e-07
-3.978474378586	4.961840849435e-07
-3.976648569107	3.785117329030e-09
-3.974882364273	7.987983518849e-08
-3.971707582474	3.393348375017e-07
-3.970964193344	1.252794837344e-09
-3.968588590622	2.833315510289e-09
-3.968543291092	2.625795669114e-07
-3.962110280991	2.782298035112e-07
-3.960759401321	3.781498202567e-07
-3.959753274918	2.591929831987e-09
-3.958163499832	8.079063154287e-09
-3.956615209579	1.077829888050e-07
-3.951631307602	3.608626060773e-09
-3.950842618942	3.691436069995e-07
-3.945287466049	5.653667650767e-07
-3.942041635513	3.203545679064e-07
-3.941220521927	1.219674701287e-07
-3.938098192215	3.402724621789e-08
-3.936580419540	5.220441472004e-11
-3.935799360275	2.443495061264e-07
-3.933715581894	1.384550558096e-07
-3.932993650436	3.203469738961e-08
-3.932221651077	1.650431800350e-08
-3.931677579880	9.632025588505e-08
-3.928270578384	1.027015933160e-08
-3.927628278732	2.280422624441e-08
-3.926972627640	8.199856531348e-09
-3.926209211349	4.233882692106e-08
-3.916379213333	6.686112841892e-07
-3.915392637253	4.256275605297e-07
-3.901884317398	1.792568535285e-07
-3.897781610489	1.805179706007e-07
-3.895629644394	3.838004539150e-08
-3.895407438278	3.086784663005e-08
-3.894784212112	2.706045741167e-08
-3.890676259995	2.762109473029e-07
-3.889847517014	2.518814035991e-08
-3.880045652390	5.616762199797e-08
-3.872642278671	1.314944605797e-07
-3.872627496719	1.726653830255e-07
-3.863067388535	3.830221698200e-08
-3.862933397293	1.715567362501e-07
-3.853309392929	1.184015692389e-07
-3.851632356644	1.578816795387e-08
-3.848521471024	1.829214159083e-07
-3.847231626511	1.209813640751e-07
-3.837348222733	1.150327911797e-07
-3.836014509201	2.549613953525e-08
-3.835393190384	5.057280150797e-08
-3.828590631485	6.837140424730e-07
-3.826244592667	8.509809051496e-07
-3.826244592667	8.509809051496e-07
-3.825289487839	3.096354990714e-08
-3.824890375137	4.640068407208e-08
-3.824672460556	8.151502828190e-07
-3.821045637131	1.938995692999e-07
-3.819375276566	6.911872479851e-07
-3.818637609482	6.865552942406e-07
-3.818581342697	5.123921702336e-09
-3.814360380173	3.304563179524e-09
-3.814225435257	1.261568019617e-08
-3.808115243912	4.778560763629e-07
-3.799589395523	9.803682574326e-08
-3.798320531845	1.644053637960e-07
-3.796646356583	3.876164497880e-08
-3.787318468094	2.209759207556e-07
-3.785578489304	2.352134321872e-07
-3.778105497360	8.409539707393e-09
-3.777948617935	1.714785024329e-07
-3.770498514175	5.390525153491e-08
-3.768033266068	2.713143329062e-07
-3.767724275589	1.842953267460e-08
-3.759465456009	2.753926799309e-08
-3.755704641342	3.150943283742e-07
-3.754706621170	5.609872376541e-08
-3.753796339035	1.101863411958e-08
-3.752625226974	7.718360725163e-10
-3.747928380966	1.348651956237e-07
-3.743577241898	3.893009763400e-09
-3.734329462051	1.542575435082e-07
-3.721393346786	9.553297714890e-08
-3.719556570053	1.711563550081e-08
-3.711646318436	4.095118394770e-09
-3.710861444473	1.180942322071e-09
-3.700498342514	2.675211444671e-08
-3.697667360306	1.325781956110e-07
-3.690661191940	1.236229127808e-07
-3.682295560837	3.181969427644e-07
-3.680104494095	6.732319784661e-11
-3.679637193680	1.081523012444e-07
-3.661216497421	1.023582808739e-09
-3.651466608047	2.601686297525e-08
-3.651396512985	3.190526445534e-10
-3.647867441177	1.203557554336e-07
-3.647234201431	9.888975577742e-08
-3.633766412735	7.441723455766e-10
-3.631124258041	2.920299793284e-08
-3.624779462814	2.099809379621e-09
-3.618292570114	1.848204244508e-07
-3.617531538010	1.330277079522e-08
-3.615806341171	2.421525134914e-08
-3.605947256088	7.105377231535e-09
-3.604388475418	1.620728929394e-07
-3.604276418686	8.741954218802e-08
-3.601654291153	1.424083787491e-08
-3.601564645767	2.162498378535e-07
-3.600242376328	7.720046082492e-09
-3.598778486252	9.801321528154e-08
-3.596222639084	2.026265520184e-08
-3.592650651932	1.504321547362e-08
-3.582976579666	3.838387305262e-08
-3.580570459366	8.512093997905e-08
-3.577785253525	1.173131935932e-08
-3.564454317093	1.121379473953e-07
-3.561991453171	8.478496341882e-08
-3.558577299118	1.762254016316e-10
-3.557328462601	1.460077352970e-08
-3.550607442856	8.288277488871e-08
-3.549521207809	4.499703428842e-07
-3.547458410263	1.062305532134e-08
-3.542830228806	1.294815991515e-07
-3.539795637131	4.627330974886e-09
-3.538753271103	2.397695943196e-08
-3.523520231247	1.205486453816e-07
-3.521982431412	3.299544062771e-08
-3.520571470261	7.972190213045e-08
-3.519928216934	1.364363033642e-07
-3.508084535599	1.656280151472e-07
-3.506898641586	4.081069922265e-08
-3.503590345383	6.825323345941e-08
-3.501713514328	5.498090711857e-08
-3.497916460037	1.437579314941e-07
-3.493382215500	4.564759196265e-08
-3.486814260483	7.551759766121e-09
-3.481285333633	5.810203881222e-08
-3.480163335800	7.919256416985e-08
-3.477927446365	1.520188908186e-07
-3.470499277115	7.368509653556e-08
-3.460929632187	7.960838675685e-08
-3.460496187210	1.642555217612e-07
-3.457930326462	6.580732725279e-08
-3.456882238388	4.079286901137e-07
-3.453470468521	2.266782209925e-08
-3.452427625656	9.665669194139e-08
-3.445802450180	1.734403686888e-07
-3.444930315018	1.004613779169e-07
-3.443281412125	2.761410110259e-09
-3.440939188004	7.352663279929e-08
-3.438305616379	1.134262339947e-07
-3.433780431747	1.805238312444e-07
-3.432484388351	1.240565393611e-07
-3.430335283279	7.471986067550e-08
-3.427397489548	1.247933185892e-07
-3.424847364426	3.361162582363e-09
-3.424236536026	1.725506746791e-07
-3.422953367233	1.297214535640e-07
-3.419088602066	1.386426108565e-07
-3.416855573654	1.749205532868e-07
-3.415747404099	1.507800081368e-07
-3.413899660110	5.665556551434e-08
-3.412887334824	1.595106348479e-07
-3.411329507828	1.869354519444e-07
-3.410455465317	1.707078130807e-07
-3.408434629440	1.654791681967e-07
-3.407401323318	1.766533764199e-07
-3.406951189041	9.182583262803e-08
-3.406758546829	1.693601934716e-07
-3.405415296555	1.673216325969e-07
-3.404776334763	1.801474209814e-07
-3.404371500015	1.656014473669e-07
-3.403595209122	1.727704901347e-07
-3.403280496597	1.825645174250e-07
-3.403092622757	1.693992401672e-07
-3.403058290482	6.450689448889e-08
-3.402822256088	1.786903102206e-07
-3.402790307999	1.876629656997e-07
-3.402790307999	1.876629656997e-07
-3.401629209518	1.934634349830e-08
-3.373044252396	2.109574106148e-07
-3.371749639511	4.730761162896e-08
-3.366702318192	5.301774881390e-08
-3.362316370010	7.993165753976e-11
-3.360934495926	1.463086226606e-07
-3.357890367508	5.712161058188e-08
-3.349433660507	7.352108275307e-11
-3.332073450089	4.885448181506e-08
-3.331771612167	5.093976557693e-08
-3.325472593307	1.126611963096e-08
-3.319057226181	3.064809726122e-07
-3.315307378769	4.169411983676e-08
-3.300282239914	3.180125908792e-09
-3.299487352371	4.525765518765e-08
-3.294434309006	5.984919550033e-08
-3.292586565018	1.991545677441e-07
-3.291843652725	1.863200651795e-07
-3.286528348923	2.517546383681e-07
-3.284975290298	1.778468045734e-07
-3.284407377243	2.163111448445e-07
-3.282623529434	2.788148793111e-10
-3.282229661942	5.545621853823e-08
-3.278419256210	7.072399926039e-08
-3.276563405991	1.572449777170e-07
-3.270987272263	4.271417321589e-07
-3.269375562668	5.346903705060e-08
-3.267163515091	2.377396354310e-07
-3.260478258133	7.346588586117e-08
-3.254657506943	4.407320046095e-07
-3.244095563889	2.236347197821e-08
-3.243524312973	2.423344649057e-07
-3.242546319962	5.860086951520e-08
-3.241718530655	2.173391417742e-08
-3.231302499771	8.591761583139e-08
-3.226722478867	2.131982159182e-07
-3.220345258713	8.173927466841e-08
-3.218200445175	2.475078201335e-07
-3.216902494431	2.590976193074e-07
-3.216599225998	5.306980190025e-07
-3.214077234268	5.663106175088e-07
-3.209904432297	9.407896300186e-08
-3.209539651871	9.875407112861e-08
-3.207377195358	2.759135635887e-07
-3.204896211624	9.476318389306e-08
-3.201595544815	1.309657563227e-07
-3.197972536087	1.160079130605e-07
-3.197486639023	3.007700357469e-07
-3.197083234787	1.180499853808e-07
-3.194990396500	1.073204234254e-07
-3.194990396500	1.073204234254e-07
-3.193008661270	8.526172194973e-08
-3.189925432205	2.671089147673e-07
-3.189505338669	3.243189070443e-07
-3.188881635666	2.198684150489e-07
-3.188212633133	3.154096907204e-07
-3.188000440598	3.160480740376e-07
-3.187835454941	3.033337043342e-07
-3.187333345413	3.229995909527e-07
-3.186606645584	2.996403789221e-07
-3.186341524124	3.273989008802e-07
-3.185141324997	3.277800755018e-07
-3.183927297592	3.004920984186e-07
-3.183850526810	3.434063812660e-07
-3.183840513229	3.314166983264e-07
-3.182745218277	2.374676045819e-07
-3.182553529739	3.368512282116e-07
-3.181389570236	3.442566081193e-07
-3.180610418320	3.567289208764e-07
-3.180451631546	3.521270315887e-07
-3.179828405380	3.629524708857e-07
-3.179607629776	3.652002839752e-07
-3.179607629776	3.652002839752e-07
-3.177436590195	2.469207537704e-07
-3.177250623703	2.905002830094e-07
-3.171964406967	2.584193571920e-07
-3.171055555344	4.609824005606e-08
-3.166086435318	2.543579314198e-07
-3.164324522018	6.328771578209e-07
-3.164132356644	2.569860947550e-07
-3.160794496536	1.074286862518e-07
-3.159704446793	2.547366861975e-07
-3.159137487411	1.071006375353e-07
-3.159042596817	1.156526509485e-07
-3.159019231796	1.069080992822e-07
-3.158507585526	1.189474871286e-07
-3.157409429550	5.925440383973e-07
-3.155301332474	1.255622107030e-07
-3.154890298843	1.190162407390e-07
-3.154798269272	1.264429995079e-07
-3.154004335403	1.261168042623e-07
-3.152807474136	2.573761447926e-07
-3.152533292770	1.168106362337e-07
-3.152533292770	1.168106362337e-07
-3.151999235153	1.859020041044e-07
-3.148791551590	1.061373281557e-07
-3.146839380264	1.228143337559e-07
-3.145403623581	2.718775169186e-07
-3.141138315201	1.071401042348e-07
-3.140412569046	2.534982432791e-07
-3.137704610825	1.177622288853e-07
-3.137554407120	2.706739796158e-07
-3.133215188980	5.457284063756e-08
-3.132128477097	1.183959936114e-07
-3.129303216934	2.567112451708e-07
-3.127009630203	1.111992290645e-07
-3.121922254562	1.156458396784e-07
-3.120680570602	2.542434173039e-07
-3.119765520096	2.483656831420e-07
-3.115058660507	1.194252748620e-07
-3.111756563187	2.521665972406e-07
-3.110570192337	1.322065953985e-07
-3.109862565994	8.172158520369e-08
-3.108098268509	7.643174356971e-10
-3.107691526413	6.449718331899e-07
-3.103324651718	2.343675548541e-07
-3.102600336075	2.435132536223e-07
-3.102219343185	1.224315350454e-07
-3.099651575089	1.522115503513e-07
-3.098210573196	1.367876348450e-07
-3.095016241074	6.167487701672e-07
-3.093265295029	2.378298393730e-07
-3.089362382889	2.118774230859e-07
-3.088878393173	1.219266758243e-07
-3.084934473038	1.333437876023e-07
