  0.00000000E+00 -0.76954614E+01
  0.12220013E-01 -0.76995896E+01
  0.24440027E-01 -0.77102502E+01
  0.36660040E-01 -0.77248307E+01
  0.48880053E-01 -0.77412143E+01
  0.61100066E-01 -0.77579260E+01
  0.73320080E-01 -0.77739793E+01
  0.85540093E-01 -0.77887107E+01
  0.97760106E-01 -0.78016656E+01
  0.10998012E+00 -0.78125270E+01
  0.12220013E+00 -0.78210723E+01
  0.13442015E+00 -0.78271473E+01
  0.14664016E+00 -0.78306495E+01
  0.15886017E+00 -0.78315176E+01
  0.17108019E+00 -0.78297267E+01
  0.18330020E+00 -0.78252847E+01
  0.19552021E+00 -0.78182337E+01
  0.20774023E+00 -0.78086531E+01
  0.21996024E+00 -0.77966659E+01
  0.23218025E+00 -0.77824505E+01
  0.24440027E+00 -0.77662561E+01
  0.25662028E+00 -0.77484250E+01
  0.26884029E+00 -0.77294166E+01
  0.28106031E+00 -0.77098227E+01
  0.29328032E+00 -0.76903446E+01
  0.30550033E+00 -0.76716944E+01
  0.31772035E+00 -0.76544173E+01
  0.32994036E+00 -0.76387292E+01
  0.34216037E+00 -0.76244997E+01
  0.35438039E+00 -0.76113823E+01
  0.36660040E+00 -0.75989741E+01
  0.37882041E+00 -0.75869144E+01
  0.39104043E+00 -0.75749182E+01
  0.40326044E+00 -0.75627748E+01
  0.41548045E+00 -0.75503335E+01
  0.42770047E+00 -0.75374893E+01
  0.43992048E+00 -0.75241712E+01
  0.45214049E+00 -0.75103327E+01
  0.46436051E+00 -0.74959467E+01
  0.47658052E+00 -0.74810003E+01
  0.48880053E+00 -0.74654928E+01
  0.50102055E+00 -0.74494340E+01
  0.51324056E+00 -0.74328440E+01
  0.52546057E+00 -0.74157548E+01
  0.53768059E+00 -0.73982124E+01
  0.54990060E+00 -0.73802839E+01
  0.56212061E+00 -0.73620691E+01
  0.57434063E+00 -0.73437241E+01
  0.58656064E+00 -0.73255116E+01
  0.59878065E+00 -0.73079113E+01
  0.61100066E+00 -0.72918767E+01
  0.62322068E+00 -0.72793961E+01
  0.63544069E+00 -0.72741337E+01
  0.64766070E+00 -0.72796738E+01
  0.65988072E+00 -0.72949870E+01
  0.67210073E+00 -0.73160837E+01
  0.68432074E+00 -0.73400894E+01
  0.69654076E+00 -0.73655524E+01
  0.70876077E+00 -0.73917528E+01
  0.72098078E+00 -0.74183029E+01
  0.73320080E+00 -0.74449722E+01
  0.74542081E+00 -0.74716104E+01
  0.75764082E+00 -0.74981114E+01
  0.76986084E+00 -0.75243947E+01
  0.78208085E+00 -0.75503960E+01
  0.79430086E+00 -0.75760617E+01
