  0.00000000E+00 -0.76954614E+01  0.99742287E+00
  0.12220013E-01 -0.76995896E+01  0.99658572E+00
  0.24440027E-01 -0.77102502E+01  0.99328909E+00
  0.36660040E-01 -0.77248307E+01  0.98856027E+00
  0.48880053E-01 -0.77412143E+01  0.98384918E+00
  0.61100066E-01 -0.77579260E+01  0.98038631E+00
  0.73320080E-01 -0.77739793E+01  0.97893885E+00
  0.85540093E-01 -0.77887107E+01  0.97974251E+00
  0.97760106E-01 -0.78016656E+01  0.98251466E+00
  0.10998012E+00 -0.78125270E+01  0.98654042E+00
  0.12220013E+00 -0.78210723E+01  0.99083344E+00
  0.13442015E+00 -0.78271473E+01  0.99435560E+00
  0.14664016E+00 -0.78306495E+01  0.99625853E+00
  0.15886017E+00 -0.78315176E+01  0.99609644E+00
  0.17108019E+00 -0.78297267E+01  0.99395823E+00
  0.18330020E+00 -0.78252847E+01  0.99047970E+00
  0.19552021E+00 -0.78182337E+01  0.98672103E+00
  0.20774023E+00 -0.78086531E+01  0.98392498E+00
  0.21996024E+00 -0.77966659E+01  0.98320125E+00
  0.23218025E+00 -0.77824505E+01  0.98520312E+00
  0.24440027E+00 -0.77662561E+01  0.98987193E+00
  0.25662028E+00 -0.77484250E+01  0.99632147E+00
  0.26884029E+00 -0.77294166E+01  0.99999999E+00
  0.28106031E+00 -0.77098227E+01  0.99999999E+00
  0.29328032E+00 -0.76903446E+01  0.99999999E+00
  0.30550033E+00 -0.76716944E+01  0.99999999E+00
  0.31772035E+00 -0.76544173E+01  0.99999999E+00
  0.32994036E+00 -0.76387292E+01  0.99414155E+00
  0.34216037E+00 -0.76244997E+01  0.98922205E+00
  0.35438039E+00 -0.76113823E+01  0.98662240E+00
  0.36660040E+00 -0.75989741E+01  0.98617496E+00
  0.37882041E+00 -0.75869144E+01  0.98712389E+00
  0.39104043E+00 -0.75749182E+01  0.98859743E+00
  0.40326044E+00 -0.75627748E+01  0.98990387E+00
  0.41548045E+00 -0.75503335E+01  0.99067075E+00
  0.42770047E+00 -0.75374893E+01  0.99086892E+00
  0.43992048E+00 -0.75241712E+01  0.99075184E+00
  0.45214049E+00 -0.75103327E+01  0.99073564E+00
  0.46436051E+00 -0.74959467E+01  0.99124881E+00
  0.47658052E+00 -0.74810003E+01  0.99258365E+00
  0.48880053E+00 -0.74654928E+01  0.99478177E+00
  0.50102055E+00 -0.74494340E+01  0.99757981E+00
  0.51324056E+00 -0.74328440E+01  0.99999999E+00
  0.52546057E+00 -0.74157548E+01  0.99999999E+00
  0.53768059E+00 -0.73982124E+01  0.99999999E+00
  0.54990060E+00 -0.73802839E+01  0.99999999E+00
  0.56212061E+00 -0.73620691E+01  0.99816566E+00
  0.57434063E+00 -0.73437241E+01  0.99220172E+00
  0.58656064E+00 -0.73255116E+01  0.98479777E+00
  0.59878065E+00 -0.73079113E+01  0.97742002E+00
  0.61100066E+00 -0.72918767E+01  0.97248300E+00
  0.62322068E+00 -0.72793961E+01  0.97373084E+00
  0.63544069E+00 -0.72741337E+01  0.98447742E+00
  0.64766070E+00 -0.72796738E+01  0.99895440E+00
  0.65988072E+00 -0.72949870E+01  0.99999999E+00
  0.67210073E+00 -0.73160837E+01  0.99999999E+00
  0.68432074E+00 -0.73400894E+01  0.99997765E+00
  0.69654076E+00 -0.73655524E+01  0.99425129E+00
  0.70876077E+00 -0.73917528E+01  0.98942815E+00
  0.72098078E+00 -0.74183029E+01  0.98637520E+00
  0.73320080E+00 -0.74449722E+01  0.98534259E+00
  0.74542081E+00 -0.74716104E+01  0.98611754E+00
  0.75764082E+00 -0.74981114E+01  0.98817328E+00
  0.76986084E+00 -0.75243947E+01  0.99083002E+00
  0.78208085E+00 -0.75503960E+01  0.99341450E+00
  0.79430086E+00 -0.75760617E+01  0.99539487E+00
  0.80652088E+00 -0.76013456E+01  0.99646943E+00
  0.81874089E+00 -0.76262069E+01  0.99659624E+00
  0.83096090E+00 -0.76506092E+01  0.99596370E+00
  0.84318092E+00 -0.76745194E+01  0.99491397E+00
  0.85540093E+00 -0.76979074E+01  0.99384096E+00
  0.86762094E+00 -0.77207455E+01  0.99308835E+00
  0.87984096E+00 -0.77430085E+01  0.99287152E+00
  0.89206097E+00 -0.77646728E+01  0.99323929E+00
  0.90428098E+00 -0.77857165E+01  0.99408108E+00
  0.91650100E+00 -0.78061192E+01  0.99517329E+00
  0.92872101E+00 -0.78258614E+01  0.99624962E+00
  0.94094102E+00 -0.78449249E+01  0.99707540E+00
  0.95316104E+00 -0.78632925E+01  0.99750612E+00
  0.96538105E+00 -0.78809475E+01  0.99751651E+00
  0.97760106E+00 -0.78978747E+01  0.99719477E+00
  0.98982108E+00 -0.79140594E+01  0.99670658E+00
  0.10020411E+01 -0.79294884E+01  0.99624089E+00
  0.10142611E+01 -0.79441492E+01  0.99595424E+00
  0.10264811E+01 -0.79580303E+01  0.99592889E+00
  0.10387011E+01 -0.79711214E+01  0.99615588E+00
  0.10509211E+01 -0.79834127E+01  0.99654602E+00
  0.10631412E+01 -0.79948954E+01  0.99696381E+00
  0.10753612E+01 -0.80055610E+01  0.99727312E+00
  0.10875812E+01 -0.80154018E+01  0.99738021E+00
  0.10998012E+01 -0.80244105E+01  0.99726163E+00
  0.11120212E+01 -0.80325804E+01  0.99696898E+00
  0.11242412E+01 -0.80399054E+01  0.99661008E+00
  0.11364612E+01 -0.80463800E+01  0.99631286E+00
  0.11486813E+01 -0.80519995E+01  0.99618371E+00
  0.11609013E+01 -0.80567601E+01  0.99627291E+00
  0.11731213E+01 -0.80606588E+01  0.99655819E+00
  0.11853413E+01 -0.80636932E+01  0.99695108E+00
  0.11975613E+01 -0.80658616E+01  0.99732436E+00
  0.12097813E+01 -0.80671631E+01  0.99755207E+00
  0.12219455E+01 -0.80675970E+01  0.99754995E+00
  0.12341097E+01 -0.80671671E+01  0.99755414E+00
  0.12462739E+01 -0.80658775E+01  0.99740355E+00
  0.12584381E+01 -0.80637287E+01  0.99718159E+00
  0.12706023E+01 -0.80607219E+01  0.99700409E+00
  0.12827665E+01 -0.80568587E+01  0.99697390E+00
  0.12949307E+01 -0.80521413E+01  0.99714034E+00
  0.13070949E+01 -0.80465729E+01  0.99747817E+00
  0.13192591E+01 -0.80401574E+01  0.99789384E+00
  0.13314233E+01 -0.80328997E+01  0.99825692E+00
  0.13435875E+01 -0.80248052E+01  0.99844542E+00
  0.13557517E+01 -0.80158803E+01  0.99838870E+00
  0.13679159E+01 -0.80061318E+01  0.99809263E+00
  0.13800801E+01 -0.79955673E+01  0.99763767E+00
  0.13922443E+01 -0.79841953E+01  0.99715060E+00
  0.14044085E+01 -0.79720248E+01  0.99675980E+00
  0.14165727E+01 -0.79590662E+01  0.99655022E+00
  0.14287369E+01 -0.79453308E+01  0.99653410E+00
  0.14409011E+01 -0.79308317E+01  0.99664822E+00
  0.14530653E+01 -0.79155834E+01  0.99677892E+00
  0.14652295E+01 -0.78996020E+01  0.99680590E+00
  0.14773937E+01 -0.78829055E+01  0.99664941E+00
  0.14895579E+01 -0.78655139E+01  0.99630343E+00
  0.15017221E+01 -0.78474495E+01  0.99584269E+00
  0.15138863E+01 -0.78287367E+01  0.99540009E+00
  0.15260505E+01 -0.78094031E+01  0.99512164E+00
  0.15382147E+01 -0.77894797E+01  0.99511420E+00
  0.15503789E+01 -0.77690015E+01  0.99540380E+00
  0.15625431E+01 -0.77480088E+01  0.99591938E+00
  0.15747073E+01 -0.77265483E+01  0.99650788E+00
  0.15868715E+01 -0.77046742E+01  0.99697659E+00
  0.15990357E+01 -0.76824503E+01  0.99714905E+00
  0.16111999E+01 -0.76599524E+01  0.99691679E+00
  0.16233641E+01 -0.76372710E+01  0.99627063E+00
  0.16355283E+01 -0.76145162E+01  0.99530204E+00
  0.16476925E+01 -0.75918231E+01  0.99417552E+00
  0.16598567E+01 -0.75693593E+01  0.99308194E+00
  0.16720209E+01 -0.75473359E+01  0.99218892E+00
  0.16841851E+01 -0.75260204E+01  0.99160465E+00
  0.16963492E+01 -0.75057537E+01  0.99136671E+00
  0.17085134E+01 -0.74869686E+01  0.99145827E+00
  0.17206776E+01 -0.74702052E+01  0.99184271E+00
  0.17328418E+01 -0.74561138E+01  0.99249427E+00
  0.17450060E+01 -0.74454251E+01  0.99339216E+00
  0.17571702E+01 -0.74388676E+01  0.99445249E+00
  0.17693344E+01 -0.74370295E+01  0.99542639E+00
  0.17814986E+01 -0.74402098E+01  0.99587947E+00
  0.17936628E+01 -0.74483418E+01  0.99536511E+00
  0.18058270E+01 -0.74610417E+01  0.99372035E+00
  0.18179912E+01 -0.74777475E+01  0.99124567E+00
  0.18301554E+01 -0.74978647E+01  0.98861933E+00
  0.18423196E+01 -0.75208628E+01  0.98661799E+00
