  0.00000000E+00 -0.76954614E+01  0.18640336E-03
  0.12220013E-01 -0.76995896E+01 -0.42329585E-02
  0.24440027E-01 -0.77102502E+01 -0.97960329E-02
  0.36660040E-01 -0.77248307E+01 -0.15943334E-01
  0.48880053E-01 -0.77412143E+01 -0.22349262E-01
  0.61100066E-01 -0.77579260E+01 -0.28697653E-01
  0.73320080E-01 -0.77739793E+01 -0.34610296E-01
  0.85540093E-01 -0.77887107E+01 -0.39703736E-01
  0.97760106E-01 -0.78016656E+01 -0.43685360E-01
  0.10998012E+00 -0.78125270E+01 -0.46436098E-01
  0.12220013E+00 -0.78210723E+01 -0.48053325E-01
  0.13442015E+00 -0.78271473E+01 -0.48844106E-01
  0.14664016E+00 -0.78306495E+01 -0.49272458E-01
  0.15886017E+00 -0.78315176E+01 -0.49875336E-01
  0.17108019E+00 -0.78297267E+01 -0.51168870E-01
  0.18330020E+00 -0.78252847E+01 -0.53567508E-01
  0.19552021E+00 -0.78182337E+01 -0.57333498E-01
  0.20774023E+00 -0.78086531E+01 -0.62563630E-01
  0.21996024E+00 -0.77966659E+01 -0.69206144E-01
  0.23218025E+00 -0.77824505E+01 -0.77085857E-01
  0.24440027E+00 -0.77662561E+01 -0.85902704E-01
  0.25662028E+00 -0.77484250E+01 -0.95163242E-01
  0.26884029E+00 -0.77294166E+01 -0.10402068E+00
  0.28106031E+00 -0.77098227E+01 -0.11107443E+00
  0.29328032E+00 -0.76903446E+01 -0.11435928E+00
  0.30550033E+00 -0.76716944E+01 -0.11192023E+00
  0.31772035E+00 -0.76544173E+01 -0.10300685E+00
  0.32994036E+00 -0.76387292E+01 -0.88887350E-01
  0.34216037E+00 -0.76244997E+01 -0.72228368E-01
  0.35438039E+00 -0.76113823E+01 -0.55678828E-01
  0.36660040E+00 -0.75989741E+01 -0.40998550E-01
  0.37882041E+00 -0.75869144E+01 -0.28984534E-01
  0.39104043E+00 -0.75749182E+01 -0.19723929E-01
  0.40326044E+00 -0.75627748E+01 -0.12847057E-01
  0.41548045E+00 -0.75503335E+01 -0.77162723E-02
  0.42770047E+00 -0.75374893E+01 -0.35789430E-02
  0.43992048E+00 -0.75241712E+01  0.29222751E-03
  0.45214049E+00 -0.75103327E+01  0.44725731E-02
  0.46436051E+00 -0.74959467E+01  0.92892386E-02
  0.47658052E+00 -0.74810003E+01  0.14775149E-01
  0.48880053E+00 -0.74654928E+01  0.20685946E-01
  0.50102055E+00 -0.74494340E+01  0.26579647E-01
  0.51324056E+00 -0.74328440E+01  0.31944404E-01
  0.52546057E+00 -0.74157548E+01  0.36348174E-01
  0.53768059E+00 -0.73982124E+01  0.39578973E-01
  0.54990060E+00 -0.73802839E+01  0.41747235E-01
  0.56212061E+00 -0.73620691E+01  0.43332834E-01
  0.57434063E+00 -0.73437241E+01  0.45176301E-01
  0.58656064E+00 -0.73255116E+01  0.48430723E-01
  0.59878065E+00 -0.73079113E+01  0.54484371E-01
  0.61100066E+00 -0.72918767E+01  0.64714311E-01
  0.62322068E+00 -0.72793961E+01  0.79127019E-01
  0.63544069E+00 -0.72741337E+01  0.91658520E-01
  0.64766070E+00 -0.72796738E+01  0.90805956E-01
  0.65988072E+00 -0.72949870E+01  0.79314668E-01
  0.67210073E+00 -0.73160837E+01  0.67512085E-01
  0.68432074E+00 -0.73400894E+01  0.58769070E-01
  0.69654076E+00 -0.73655524E+01  0.52851512E-01
  0.70876077E+00 -0.73917528E+01  0.48910292E-01
  0.72098078E+00 -0.74183029E+01  0.46170037E-01
  0.73320080E+00 -0.74449722E+01  0.44042765E-01
  0.74542081E+00 -0.74716104E+01  0.42145299E-01
  0.75764082E+00 -0.74981114E+01  0.40289502E-01
  0.76986084E+00 -0.75243947E+01  0.38447620E-01
  0.78208085E+00 -0.75503960E+01  0.36695555E-01
  0.79430086E+00 -0.75760617E+01  0.35145207E-01
  0.80652088E+00 -0.76013456E+01  0.33881710E-01
  0.81874089E+00 -0.76262069E+01  0.32920461E-01
  0.83096090E+00 -0.76506092E+01  0.32193307E-01
  0.84318092E+00 -0.76745194E+01  0.31565020E-01
  0.85540093E+00 -0.76979074E+01  0.30872879E-01
  0.86762094E+00 -0.77207455E+01  0.29976067E-01
  0.87984096E+00 -0.77430085E+01  0.28799403E-01
  0.89206097E+00 -0.77646728E+01  0.27358029E-01
  0.90428098E+00 -0.77857165E+01  0.25755538E-01
  0.91650100E+00 -0.78061192E+01  0.24155800E-01
  0.92872101E+00 -0.78258614E+01  0.22736346E-01
  0.94094102E+00 -0.78449249E+01  0.21636504E-01
  0.95316104E+00 -0.78632925E+01  0.20915002E-01
  0.96538105E+00 -0.78809475E+01  0.20529266E-01
  0.97760106E+00 -0.78978747E+01  0.20342679E-01
  0.98982108E+00 -0.79140594E+01  0.20158366E-01
  0.10020411E+01 -0.79294884E+01  0.19770746E-01
  0.10142611E+01 -0.79441492E+01  0.19021070E-01
  0.10264811E+01 -0.79580303E+01  0.17841865E-01
  0.10387011E+01 -0.79711214E+01  0.16277978E-01
  0.10509211E+01 -0.79834127E+01  0.14478020E-01
  0.10631412E+01 -0.79948954E+01  0.12657886E-01
  0.10753612E+01 -0.80055610E+01  0.11045514E-01
  0.10875812E+01 -0.80154018E+01  0.98211949E-02
  0.10998012E+01 -0.80244105E+01  0.90691581E-02
  0.11120212E+01 -0.80325804E+01  0.87534034E-02
  0.11242412E+01 -0.80399054E+01  0.87245702E-02
  0.11364612E+01 -0.80463800E+01  0.87565589E-02
  0.11486813E+01 -0.80519995E+01  0.86038261E-02
  0.11609013E+01 -0.80567601E+01  0.80647442E-02
  0.11731213E+01 -0.80606588E+01  0.70346536E-02
  0.11853413E+01 -0.80636932E+01  0.55347066E-02
  0.11975613E+01 -0.80658616E+01  0.37087097E-02
  0.12097813E+01 -0.80671631E+01  0.17883467E-02
  0.12219455E+01 -0.80675970E+01  0.35316077E-04
  0.12341097E+01 -0.80671671E+01  0.84022468E-03
  0.12462739E+01 -0.80658775E+01  0.18043854E-02
  0.12584381E+01 -0.80637287E+01  0.27532431E-02
  0.12706023E+01 -0.80607219E+01  0.34978113E-02
  0.12827665E+01 -0.80568587E+01  0.39029806E-02
  0.12949307E+01 -0.80521413E+01  0.39392837E-02
  0.13070949E+01 -0.80465729E+01  0.37000253E-02
  0.13192591E+01 -0.80401574E+01  0.33771303E-02
  0.13314233E+01 -0.80328997E+01  0.32028818E-02
  0.13435875E+01 -0.80248052E+01  0.33763418E-02
  0.13557517E+01 -0.80158803E+01  0.39987612E-02
  0.13679159E+01 -0.80061318E+01  0.50397794E-02
  0.13800801E+01 -0.79955673E+01  0.63463626E-02
  0.13922443E+01 -0.79841953E+01  0.76923901E-02
