# S over 1 ratio = 0.08051099
# S mean = 0.91969242
# S median = 0.97955302
# E (eV)	|S|
-5.709841251373291016e+00 9.932142587035796000e-01
-5.709841251373291016e+00 9.932142587035796000e-01
-5.709372043609619141e+00 9.932949067888462436e-01
-5.707861423492431641e+00 9.939577916897767151e-01
-5.705306529998779297e+00 9.947374954200136621e-01
-5.704140186309814453e+00 9.935394804627873944e-01
-5.701714992523193359e+00 9.951234119583671767e-01
-5.697086811065673828e+00 9.948730923836057727e-01
-5.691425800323486328e+00 9.941573292211514090e-01
-5.687148571014404297e+00 9.943092289508986825e-01
-5.684726238250732422e+00 9.934518899282924753e-01
-5.677001476287841797e+00 9.932400897496882486e-01
-5.668251514434814453e+00 9.937078565962412791e-01
-5.659188747406005859e+00 9.950315873394943722e-01
-5.658476352691650391e+00 9.946197927347043555e-01
-5.647684574127197266e+00 9.954489958071421896e-01
-5.635881900787353516e+00 9.956811080918140933e-01
-5.623068332672119141e+00 9.951236190918452129e-01
-5.620804309844970703e+00 9.952344063416350695e-01
-5.609254360198974609e+00 9.940325620401323503e-01
-5.594445705413818359e+00 9.929834295041953807e-01
-5.578648090362548828e+00 9.925424300130175626e-01
-5.572752475738525391e+00 9.947604849446118891e-01
-5.561868190765380859e+00 9.929240935753717023e-01
-5.544119358062744141e+00 9.938286947988576037e-01
-5.525401592254638672e+00 9.945688437933469794e-01
-5.515926837921142578e+00 9.938610849211767517e-01
-5.505729198455810547e+00 9.944268383574723646e-01
-5.485107898712158203e+00 9.930402079427391726e-01
-5.463551044464111328e+00 9.906219930632128579e-01
-5.451411724090576172e+00 9.930195019705245763e-01
-5.441075801849365234e+00 9.878903197586594853e-01
-5.417692661285400391e+00 9.857516737552076691e-01
-5.393414974212646484e+00 9.848985553702950257e-01
-5.380464076995849609e+00 9.926313895787785002e-01
-5.368256092071533203e+00 9.855222615350667237e-01
-5.366652965545654297e+00 9.843239218507975341e-01
-5.366652965545654297e+00 9.843239218507975341e-01
-5.365983486175537109e+00 9.834727722750103984e-01
-5.364248752593994141e+00 9.834408777265869483e-01
-5.361446857452392578e+00 9.843757773779783227e-01
-5.360131740570068359e+00 9.857598351232479406e-01
-5.357577800750732422e+00 9.860446848598776182e-01
-5.352642536163330078e+00 9.879283617959194741e-01
-5.346644878387451172e+00 9.894568565900214718e-01
-5.342233180999755859e+00 9.872708085906360953e-01
-5.340645313262939453e+00 9.891478203876759023e-01
-5.339578151702880859e+00 9.902519611095444985e-01
-5.331451892852783203e+00 9.902616709485251301e-01
-5.322261333465576172e+00 9.897338982330698975e-01
-5.315369129180908203e+00 9.894600256116432568e-01
-5.312009334564208984e+00 9.890546110004171387e-01
-5.308446407318115234e+00 9.922760119434239634e-01
-5.304469585418701172e+00 9.927569916383975901e-01
-5.300700664520263672e+00 9.885410314609822668e-01
-5.288336277008056641e+00 9.883042550723600828e-01
-5.287677288055419922e+00 9.914001607077033151e-01
-5.274916172027587891e+00 9.882416071673654212e-01
-5.263950824737548828e+00 9.929684600203024791e-01
-5.260445117950439453e+00 9.881715568493691926e-01
-5.259181499481201172e+00 9.926584595213070461e-01
-5.244925975799560547e+00 9.880071717345544347e-01
-5.229906558990478516e+00 9.931419231531433134e-01
